Timestamp	I_0	Q_0	I_1	Q_1	I_2	Q_2	I_3	Q_3
0.0	1.32436e+03	-1.97544e+03	2.04758e+03	-4.54462e+03	3.81770e+03	-8.02199e+03	4.63526e+03	-1.40093e+04
0.069964	1.32436e+03	-1.97544e+03	2.04758e+03	-4.54462e+03	3.81955e+03	-8.02384e+03	4.63711e+03	-1.40130e+04
0.079958	1.32621e+03	-1.97359e+03	2.04758e+03	-4.54647e+03	3.82140e+03	-8.02939e+03	4.64265e+03	-1.40167e+04
0.149922	1.32806e+03	-1.97174e+03	2.06237e+03	-4.55017e+03	3.81770e+03	-8.03309e+03	4.64635e+03	-1.40278e+04
0.169908	1.40759e+03	-1.88111e+03	2.30838e+03	-4.57792e+03	3.73632e+03	-8.03679e+03	4.63526e+03	-1.41351e+04
0.199892	1.47603e+03	-1.80897e+03	2.50259e+03	-4.60011e+03	3.66973e+03	-8.03864e+03	4.62786e+03	-1.42165e+04
0.239873	1.47788e+03	-1.79787e+03	2.50074e+03	-4.59826e+03	3.68453e+03	-8.03679e+03	4.62601e+03	-1.41832e+04
0.269859	1.47973e+03	-1.78862e+03	2.48595e+03	-4.59086e+03	3.71597e+03	-8.03864e+03	4.62786e+03	-1.41185e+04
0.349812	1.48158e+03	-1.78123e+03	2.47300e+03	-4.57977e+03	3.75297e+03	-8.04418e+03	4.62971e+03	-1.40500e+04
0.359808	1.47788e+03	-1.76828e+03	2.46190e+03	-4.57052e+03	3.78811e+03	-8.05158e+03	4.63526e+03	-1.39927e+04
0.419778	1.47788e+03	-1.76458e+03	2.45265e+03	-4.56867e+03	3.81031e+03	-8.06268e+03	4.64635e+03	-1.39594e+04
0.449759	1.47603e+03	-1.76643e+03	2.44710e+03	-4.57237e+03	3.82880e+03	-8.07933e+03	4.66300e+03	-1.39520e+04
0.509731	1.47418e+03	-1.77383e+03	2.44340e+03	-4.57977e+03	3.83435e+03	-8.09228e+03	4.67780e+03	-1.39594e+04
0.539713	1.47603e+03	-1.77383e+03	2.44340e+03	-4.58531e+03	3.83805e+03	-8.10152e+03	4.69075e+03	-1.39742e+04
0.589686	1.47973e+03	-1.77383e+03	2.44525e+03	-4.59086e+03	3.83990e+03	-8.11077e+03	4.70554e+03	-1.39927e+04
0.6297	1.47788e+03	-1.77568e+03	2.44895e+03	-4.59826e+03	3.84175e+03	-8.11632e+03	4.71294e+03	-1.40056e+04
0.649654	1.47418e+03	-1.77938e+03	2.45080e+03	-4.60196e+03	3.83990e+03	-8.12002e+03	4.71849e+03	-1.40149e+04
0.711615	1.47603e+03	-1.78492e+03	2.45635e+03	-4.60751e+03	3.84175e+03	-8.12372e+03	4.72219e+03	-1.40204e+04
0.72161	1.47973e+03	-1.78677e+03	2.45635e+03	-4.60936e+03	3.84360e+03	-8.12557e+03	4.72589e+03	-1.40241e+04
0.775151	1.47973e+03	-1.78862e+03	2.45635e+03	-4.61121e+03	3.84730e+03	-8.12557e+03	4.72959e+03	-1.40278e+04
0.803127	1.48158e+03	-1.79232e+03	2.46005e+03	-4.61491e+03	3.84915e+03	-8.13112e+03	4.73514e+03	-1.40315e+04
0.843106	1.47973e+03	-1.79602e+03	2.46190e+03	-4.62601e+03	3.86395e+03	-8.14777e+03	4.75733e+03	-1.40445e+04
0.883085	1.47973e+03	-1.79972e+03	2.46560e+03	-4.64450e+03	3.88244e+03	-8.17366e+03	4.79063e+03	-1.40667e+04
0.913069	1.48343e+03	-1.80527e+03	2.46560e+03	-4.65560e+03	3.89354e+03	-8.19031e+03	4.80542e+03	-1.40833e+04
0.963043	1.48158e+03	-1.80897e+03	2.46745e+03	-4.66485e+03	3.89909e+03	-8.20511e+03	4.82022e+03	-1.41037e+04
