7.571453533973134142e+01,3.151341937594937903e+01,-5.571736166625339592e+01
7.151135214241548965e+01,1.462520643134706972e+02,-9.144914301709974325e+00
6.150071846998302760e+01,2.985461139252658569e+01,3.258439721615319939e+01
5.865162590249808972e+01,2.837629538730288914e+01,-3.034614127962588981e+01
8.238650453716255129e+01,2.648100653421209927e+01,2.258804616441237911e+01
5.995062754092129609e+01,3.015139402945196068e+01,2.237039630165802251e+01
5.788830177916680952e+01,1.320315291814344505e+02,-5.745957732244956873e+00
8.544362489622720602e+00,3.206745993841984443e+01,2.245850430615802651e+01
7.050198755274061568e+01,1.188589377620396021e+02,2.077863736125086547e+01
6.438660701922113105e+01,2.846480841857935928e+01,2.804011620003816319e+01
1.961523277256941356e+01,2.967343789630184858e+01,2.261042555120056008e+01
9.530124916376756516e+00,3.777435302045709165e+01,1.510853891677514760e+01
6.988962560139088964e+01,5.714019176896313468e+01,2.520819247404681107e+01
6.999030163681105421e+01,4.866928206587001426e+01,3.096106204626862812e+00
1.887766860711774086e+01,4.040789739295333050e+01,2.072291949905454445e+01
7.258617380434829158e+01,1.385280583122039957e+02,-1.116200711929043266e+01
7.607602412335549502e+01,7.292912708968414393e+01,1.300580050132044718e+01
6.308384961791512779e+01,2.831400842942246143e+01,1.227108564088961984e+01
7.759438830870432469e+01,3.143786544196084165e+01,1.334133849114583192e+01
6.623568211078918466e+01,1.001218901644765822e+02,2.295988039650815438e+01
6.367109168829230015e+01,2.955894228975886406e+01,1.535580718557798008e+01
7.704686704994072954e+01,2.872931732199052846e+01,1.229997994791511751e+01
7.630925374915321413e+01,1.346854749797391264e+02,1.222939869230197552e+01
7.729727176238118602e+01,3.027321004705514440e+01,1.669474512147786527e+01
6.541008963346668281e+01,2.828848276668769302e+01,3.397930165960625359e+00
6.629611747167116675e+01,5.716799032130073499e+01,2.677896220063739108e+01
6.973843755583693849e+01,1.252790956413199979e+02,-6.443090871240791273e+00
7.365724115271804351e+01,2.809686278448738861e+01,1.465581343073977116e+01
9.917182952681578456e+00,3.264481116420596152e+01,1.984032844228164549e+01
1.672085006096914128e+01,3.283344262735488428e+01,1.397936042513597599e+01
7.295207231943570036e+01,2.899307348555669961e+01,-5.105557589428684651e+01
6.230450884032711656e+01,2.748695525728787459e+01,7.939708268172230632e+00
7.505209300378379567e+01,9.263729685759230392e+01,1.817957995973541685e+01
7.993929260453874974e+01,2.672035351354750432e+01,1.817657392242949044e+01
5.943920094678021115e+01,2.906636418014505097e+01,3.219509851711656978e+01
6.670985328342719356e+01,3.428211130984934130e+01,1.767573596950599324e+01
7.579158450670659875e+01,1.112806583715213549e+02,-6.236983806692606436e+00
5.785241218058119728e+01,2.955230018921196944e+01,2.289253426642008549e+01
7.404313780110804544e+01,1.091184522735685647e+02,-8.266859922351368795e+00
7.953233247836627129e+01,2.942610481329217009e+01,1.739719577418142649e+01
6.121251206577674964e+01,3.848647579441811928e+01,1.335770331309688608e+01
7.124091995412115352e+01,1.096128271739011240e+02,-2.250302978556872446e+00
7.261023174854199169e+01,1.184858865608461826e+02,2.150619028116679843e+01
1.608962178861241910e+01,2.924849006914471872e+01,2.174031384634417918e+01
1.563245491359071337e+01,3.247751301878101771e+01,2.123879803979759018e+01
1.403835746825122754e+01,3.366263741573986579e+01,2.247878824345693616e+01
7.163772679276706867e+01,3.057414144368327769e+01,1.511597393252407961e+01
8.282654973682510047e+01,2.908720040191742484e+01,2.132836361111056078e+01
6.579710892044357706e+01,2.964057412724874041e+01,9.331103023232568461e+00
6.957624976491641178e+01,7.375934981912593003e+01,-5.453490394169602240e+00
6.819368815481921331e+01,1.295616090417784960e+02,4.010361843692997752e-01
6.572630232806389472e+01,2.781864309452121375e+01,2.789857950996248093e+01
7.413474193204295659e+01,2.743573012831902247e+01,1.654286796116566904e+01
8.052980308562408140e+01,2.765263764930451984e+01,2.315005906448745066e+01
5.758204483112783123e+01,2.971169281632136361e+01,2.382273241128327967e+01
7.751288612305621939e+01,7.935950826979735950e+01,1.336443366116096421e+01
4.501634284261609764e+01,2.875355215876641424e+01,2.249608494390008318e+01
7.037489359662784238e+01,2.669164839235490660e+01,4.293237231756253180e+01
5.897795534799112716e+01,3.290681071639782118e+01,2.323740288687740829e+01
5.815607235833510913e+01,6.649428586996876334e+01,2.964532012711913467e+00
4.569718273864143043e+01,2.932048352467268870e+01,1.945268885157813443e+01
6.821901731675816904e+01,2.797843801952977572e+01,3.014525262166099751e+01
1.396193790828607462e+01,3.374777748191921489e+01,1.773716530290650439e+01
7.132609038882934271e+01,9.444065893165928571e+01,-3.834604319609505652e+00
6.807145132762644835e+01,2.865233506863004109e+01,3.786062833904384206e+01
3.330669167670676245e+01,3.667021889638174770e+01,1.927317166089299150e+01
1.616435454618081735e+01,3.054076887348879765e+01,2.152691622332064014e+01
1.535785418521537338e+01,3.118834839622057942e+01,1.777012491169240604e+01
8.605716573993881013e+00,3.227698755231207883e+01,2.129105582169696120e+01
1.058372194562889490e+01,3.261387806277556223e+01,1.848174332344521176e+01
3.539908709076072313e+01,2.952807622123156506e+01,2.241664502313229335e+01
8.240664044214362605e+01,2.882316586192573027e+01,1.706390616821640904e+01
6.162036038825772266e+01,3.130999802062533277e+01,1.907063102023764500e+01
5.926090153367578495e+01,2.844258172254106398e+01,1.532175408611237621e+01
8.799661136193911659e+00,3.322064189300876080e+01,1.719507787770348628e+01
7.291191915105490295e+01,3.279386365105434464e+01,1.927957039279592877e+01
7.316879733715860823e+01,2.814034184635547930e+01,1.668624528361340964e+01
6.156269159236504862e+01,2.572950590468800769e+01,-2.487173879905189722e+01
7.603799328793266454e+01,4.681507140333069827e+01,1.236257433157385677e+00
4.618119783817387969e+01,3.151957425383587719e+01,1.497331421086216885e+01
1.887205879749712523e+01,3.339808035069786030e+01,1.407735176056960391e+01
5.729364825088950397e+01,2.888997898731128089e+01,1.249581294729857461e+00
