,Time,LEFT_SHOULDER,LEFT_ELBOW,LEFT_WRIST,I_0,I_1,I_2,I_3,Q_0,Q_1,Q_2,Q_3
0,0.0,12.1857252120972,40.3290863037109,26.1558818817139,1353.9631843785933,2144.1058505406336,3850.6122817489145,4760.401780008638,-1971.058492235749,-4617.481933156469,-8119.408517832264,-14157.998745167057
1,0.04112062745098039,12.124122838693404,40.34295641560817,26.379243509535637,1369.102136021172,2181.224637310959,3849.9915067579063,4753.302945464409,-1952.685534890689,-4616.981048439837,-8118.677868975883,-14149.586025687755
2,0.08224125490196078,12.074056675834472,40.36846974884111,26.52249952893087,1383.2448607509473,2215.7866445952272,3849.2547285033006,4746.491905741919,-1935.4793504414974,-4616.400177025871,-8117.958610868431,-14141.757114867502
3,0.12336188235294118,12.034885784170324,40.40311094611534,26.587059066671095,1396.4291710156197,2247.8917665145914,3848.4155258634837,4739.975502640506,-1919.3948753236625,-4615.748577872994,-8117.258652963948,-14134.486951341076
4,0.16448250980392157,12.004601779859405,40.44082987802881,26.577210284694512,1408.6922192809634,2277.6381052051343,3847.486993127607,4733.759982848203,-1904.3878255248226,-4615.03516805768,-8116.585492340128,-14127.750892185497
5,0.20560313725490195,11.980066421923967,40.473154562139506,26.502770589057707,1420.070498030826,2305.121970817868,3846.48173999559,4727.850997941739,-1890.4146965847667,-4614.268522774448,-8115.946213698304,-14121.524712920023
6,0.24672376470588236,11.958720175592317,40.49062690800431,26.376886779063305,1430.5998397671283,2330.4378815187315,3845.4118915781155,4722.253604386533,-1877.4327635954346,-4613.456875335867,-8115.347489363459,-14115.78460750616
7,0.28784439215686275,11.941946206536302,40.484428939753386,26.2103441683463,1440.3154170098646,2353.6785634885946,3844.2890883966347,4716.972263536705,-1865.400081200916,-4612.608117172557,-8114.795579284221,-14110.507188347645
8,0.32896501960784313,11.938522439060092,40.449536691519654,26.013646486402802,1449.251742297102,2374.934950923254,3843.1244863833635,4712.010841635068,-1854.2754835974524,-4611.7297978331835,-8114.296331032865,-14105.669486290462
9,0.3700856470588235,11.967132661170647,40.38924039867611,25.806388770200197,1457.4426681849818,2394.2961860334367,3841.928756881284,4707.3726098131265,-1844.0185845334343,-4610.829124984462,-8113.855179805313,-14101.248950622838
10,0.4112062745098039,12.056368829935241,40.315981008689526,25.620447741993424,1464.921387247718,2411.849619044797,3840.7120866441446,4703.060244091084,-1834.589777309404,-4609.912964411156,-8113.477148421131,-14097.22344907523
11,0.4523269019607843,12.241355692874507,40.24686608507329,25.489292842108114,1471.7204320775977,2427.680808197919,3839.4841778364594,4699.075825377838,-1825.950234778054,-4608.987840016079,-8113.166847323533,-14093.57126782035
