,Time,LEFT_SHOULDER,LEFT_ELBOW,LEFT_WRIST,I_0,I_1,I_2,I_3,Q_0,Q_1,Q_2,Q_3
0,0.0,14.9226522445679,39.4274826049805,17.8362464904785,1383.1499268088794,2126.8259330729547,3507.5751292520117,4214.647562546574,-1883.7878190536762,-4334.220836646496,-7719.501854471152,-13938.588195412656
1,0.04112062745098039,14.938202705442619,39.41187144658997,17.882383106367747,1394.070545678788,2169.470253141872,3548.8358823622207,4269.777427893561,-1876.0350484366243,-4366.086759951482,-7755.242697053437,-13939.835756328745
2,0.08224125490196078,14.954176829991164,39.401729878308586,17.911396089533618,1404.4269683618418,2209.3356367550505,3586.7284147878117,4320.1170027207245,-1868.6543127506256,-4395.2143724720945,-7787.891648767692,-13940.676823936989
3,0.12336188235294118,14.970604094711529,39.396909723330694,17.923833047669042,1414.2369201739368,2246.5123459239708,3621.3469270803675,4365.818168333692,-1861.6163165352282,-4421.690796273098,-7817.557345557148,-13941.137740498596
4,0.16448250980392157,14.987559622867167,39.39711835517285,17.921024059099597,1423.5178522253048,2281.0893277852356,3652.7847041314244,4407.030901708721,-1854.8925811022175,-4445.602051681302,-7844.346817008378,-13941.244247878962
5,0.20560313725490195,15.004900329362984,39.401604712629215,17.905932598425956,1432.286941420511,2313.1542146005677,3681.1341151724732,4443.903275492705,-1848.4554445356173,-4467.033057285556,-7868.3654863512875,-13941.021487547678
6,0.24672376470588236,15.02235261931928,39.409431043213594,17.883364034497017,1440.561090458457,2342.793323756812,3706.4866137749605,4476.581458003168,-1842.2780616916893,-4486.067629936751,-7889.717170459122,-13940.494000578523
7,0.28784439215686275,15.039384250858394,39.419154960858876,17.859707887644678,1448.3569278323787,2370.0916577659345,3728.932737850286,4505.209713228268,-1836.334404198934,-4502.788484747817,-7908.504079848463,-13939.685727649472
8,0.32896501960784313,15.055171577481069,39.42922377209663,17.842385084341906,1455.6908078298463,2395.132904265023,3748.562109649803,4529.9304008267945,-1830.5992604580886,-4517.277235093729,-7924.826818679232,-13938.62000904269
9,0.3700856470588235,15.068769657791604,39.43806511137111,17.83878308859278,1462.5788105327656,2417.9994360162864,3765.4634357648215,4550.883976128171,-1825.0482356421298,-4529.6143926115,-7938.784384754683,-13937.319584644536
10,0.4112062745098039,15.079030807403422,39.44420370050409,17.855397470539824,1469.0367418173769,2438.772310907055,3779.724507126604,4568.208990132453,-1819.6577516962716,-4539.879367200187,-7950.474169521411,-13935.806593945561
11,0.4523269019607843,15.085005446061293,39.446800543406816,17.896794299793157,1475.0801333542556,2457.5312719497797,3791.432199006368,4582.04208951033,-1814.4050473379662,-4548.150467020884,-7959.991958069346,-13934.102576040505
12,0.49344752941176473,15.085746065040876,39.44563984190888,17.964468633783554,1480.7242426083117,2474.3547472820337,3800.672471015286,4592.518016603122,-1809.2681780569042,-4554.504898496732,-7967.431929131758,-13932.228469628302
13,0.5345681568627451,15.080726361654397,39.44146606527347,18.056646821390988,1485.9840528387901,2489.319850166511,3807.530367104484,4599.769609422785,-1804.2260161150136,-4559.018766312907,-7972.886655085253,-13930.204613012082
14,0.5756887843137255,15.070327390817605,39.436147145595484,18.167274452226362,1490.874273099271,2502.502378991028,3812.090015565043,4603.927801651905,-1799.258250546461,-4561.767073416632,-7976.447101949771,-13928.05074409916
15,0.6168094117647058,15.05595702841639,39.43210965514193,18.286069075768026,1495.4093382376689,2513.976817268521,3814.4346290279973,4605.121622643701,-1794.3453871576517,-4562.823721017167,-7978.202629388596,-13925.78600040105
16,0.6579300392156863,15.040630495052492,39.43206974324914,18.399716501536172,1499.603408896233,2523.8163336370476,3814.6465044643373,4603.478197422026,-1789.4687485272273,-4562.261508585816,-7978.240990708342,-13923.428919033453
17,0.6990506666666667,15.029100215239529,39.43783344188679,18.495281346318503,1503.4703715115484,2532.0927818597884,3812.807023185006,4599.122746681365,-1784.6104740060694,-4560.152133855921,-7976.648332858967,-13920.997436716265
18,0.740171294117647,15.028294003074748,39.44999469266862,18.565272987993545,1507.023838314534,2538.8767008250443,3808.996650840903,4592.1785867868375,-1779.7535197172963,-4556.56619282287,-7973.50919643376,-13918.508889773573
19,0.7812919215686275,15.047023662266865,39.46673104958437,18.611626973371678,1510.277147330444,2544.237314546237,3803.29493742288,4582.767129774192,-1774.8816585562654,-4551.573179744087,-7968.906515669352,-13915.980014133656
