3.952348763240094431e+00,3.373932701694124958e+00,5.361171261546155975e+00
3.835232100875082040e+00,3.540865331301642716e+00,5.586344932558197307e+00
4.154802438967747591e+00,3.636638966878507073e+00,5.466928136660336612e+00
3.753099664029728277e+00,3.922941740036020253e+00,5.767005284453817104e+00
3.885334786372557137e+00,3.643485958593840390e+00,5.568622294575944487e+00
4.091244269548852230e+00,3.820853245808740084e+00,5.764560585358522893e+00
4.157022626239991858e+00,3.307281362275235725e+00,5.693059599948789185e+00
3.926689349162077569e+00,3.819884367566606098e+00,5.502394961127117234e+00
4.185266098316456684e+00,3.680118297164096663e+00,5.709648603494620112e+00
4.001695167126815278e+00,3.514823511067215467e+00,5.645115465589790382e+00
