9.672052379661122412e-01,9.899557290159828327e-01,8.796196565589741168e-01
9.686188686999286368e-01,9.891623594951445275e-01,8.779515797154104906e-01
9.634970895829408910e-01,9.885568415262342423e-01,8.843708742219685837e-01
9.703866300407782974e-01,9.865924788588185113e-01,8.726788055489225204e-01
9.677336328537359256e-01,9.885153648979030372e-01,8.763806054388542099e-01
9.640769707589140758e-01,9.873019152511430807e-01,8.695413888285884463e-01
9.633861296018927378e-01,9.904545999385789834e-01,8.734374901220927079e-01
9.669504051544967060e-01,9.872275213088708146e-01,8.797704019507235351e-01
9.628251252665029902e-01,9.883340232336176312e-01,8.719641053118600826e-01
9.661991442381470119e-01,9.891556724330845540e-01,8.757470983311581580e-01
