sensor,strain,f,dCs
B,0.4,972639.285994485,4.07906181063401e-12
B,0.4,1000000,3.93361253170278e-12
C,0,1000,0
C,0,1028.13038132378,0
C,0,1057.05208100098,0
C,0,1086.78735911864,0
C,0,1117.35910194851,0
C,0,1148.79083956192,0
C,0,1181.10676394006,0
C,0,1214.33174759379,0
C,0,1248.49136270718,0
C,0,1283.61190081958,0
C,0,1319.72039306138,0
C,0,1356.84463095896,0
C,0,1395.01318782496,0
C,0,1434.25544075018,0
C,0,1474.60159321419,0
C,0,1516.08269833196,0
C,0,1558.73068275443,0
C,0,1602.57837124138,0
C,0,1647.65951192565,0
C,0,1694.00880228787,0
C,0,1741.66191586207,0
C,0,1790.65552969238,0
C,0,1841.02735256216,0
C,0,1892.81615401724,0
C,0,1946.06179420556,0
C,0,2000.80525455621,0
C,0,2057.0886693215,0
C,0,2114.95535800634,0
C,0,2174.44985870983,0
C,0,2235.61796240478,0
C,0,2298.50674818152,0
C,0,2363.16461948315,0
C,0,2429.64134136008,0
C,0,2497.98807877256,0
C,0,2568.25743597069,0
C,0,2640.50349698218,0
C,0,2714.78186723907,0
C,0,2791.14971637539,0
C,0,2869.66582222879,0
C,0,2950.39061607991,0
C,0,3033.38622916434,0
C,0,3118.71654049304,0
C,0,3206.44722601789,0
C,0,3296.64580918035,0
C,0,3389.38171288204,0
C,0,3484.72631291726,0
C,0,3582.75299290863,0
C,0,3683.53720078807,0
C,0,3787.15650686657,0
C,0,3893.69066353757,0
C,0,4003.22166665972,0
C,0,4115.83381866648,0
C,0,4231.61379345088,0
C,0,4350.65070307563,0
C,0,4473.03616635972,0
C,0,4598.86437939448,0
C,0,4728.2321880432,0
C,0,4861.23916248023,0
C,0,4997.98767382689,0
C,0,5138.5829729432,0
C,0,5283.13327143598,0
C,0,5431.74982494583,0
C,0,5584.54701877694,0
C,0,5741.64245593572,0
C,0,5903.15704764599,0
C,0,6069.21510641044,0
C,0,6239.94444168982,0
C,0,6415.47645827376,0
C,0,6595.94625741874,0
C,0,6781.4927408311,0
C,0,6972.25871757512,0
C,0,7168.39101398857,0
C,0,7370.04058669003,0
C,0,7577.36263876536,0
C,0,7790.5167392224,0
C,0,8009.66694580603,0
C,0,8234.98193126803,0
C,0,8466.63511318904,0
C,0,8704.80478745237,0
C,0,8949.67426547247,0
C,0,9201.43201528384,0
C,0,9460.27180659862,0
C,0,9726.39285994485,0
C,0,10000,0
C,0,10281.3038132378,0
C,0,10570.5208100098,0
C,0,10867.8735911864,0
C,0,11173.5910194851,0
C,0,11487.9083956192,0
C,0,11811.0676394006,0
C,0,12143.3174759379,0
C,0,12484.9136270718,0
C,0,12836.1190081958,0
C,0,13197.2039306137,0
C,0,13568.4463095896,0
C,0,13950.1318782496,0
C,0,14342.5544075018,0
C,0,14746.0159321419,0
C,0,15160.8269833196,0
C,0,15587.3068275442,0
C,0,16025.7837124138,0
C,0,16476.5951192565,0
C,0,16940.0880228787,0
C,0,17416.6191586207,0
C,0,17906.5552969238,0
C,0,18410.2735256216,0
C,0,18928.1615401724,0
C,0,19460.6179420556,0
C,0,20008.0525455621,0
C,0,20570.886693215,0
C,0,21149.5535800634,0
C,0,21744.4985870983,0
C,0,22356.1796240478,0
C,0,22985.0674818152,0
C,0,23631.6461948315,0
C,0,24296.4134136007,0
C,0,24979.8807877256,0
C,0,25682.5743597069,0
C,0,26405.0349698218,0
C,0,27147.8186723907,0
C,0,27911.4971637539,0
C,0,28696.6582222879,0
C,0,29503.9061607991,0
C,0,30333.8622916434,0
C,0,31187.1654049304,0
C,0,32064.4722601789,0
C,0,32966.4580918035,0
C,0,33893.8171288203,0
C,0,34847.2631291726,0
C,0,35827.5299290863,0
C,0,36835.3720078807,0
C,0,37871.5650686657,0
C,0,38936.9066353757,0
C,0,40032.2166665973,0
C,0,41158.3381866649,0
C,0,42316.1379345088,0
C,0,43506.5070307563,0
C,0,44730.3616635972,0
C,0,45988.6437939448,0
C,0,47282.3218804319,0
C,0,48612.3916248023,0
C,0,49979.8767382689,0
C,0,51385.829729432,0
C,0,52831.3327143598,0
C,0,54317.4982494583,0
C,0,55845.4701877694,0
C,0,57416.4245593571,0
C,0,59031.5704764599,0
C,0,60692.1510641044,0
C,0,62399.4444168982,0
C,0,64154.7645827376,0
C,0,65959.4625741873,0
C,0,67814.9274083109,0
C,0,69722.5871757512,0
C,0,71683.9101398857,0
C,0,73700.4058669003,0
C,0,75773.6263876537,0
C,0,77905.1673922241,0
C,0,80096.6694580602,0
C,0,82349.8193126803,0
C,0,84666.3511318904,0
C,0,87048.0478745237,0
C,0,89496.7426547248,0
C,0,92014.3201528383,0
C,0,94602.7180659861,0
C,0,97263.9285994485,0
C,0,100000,0
C,0,102813.038132378,0
C,0,105705.208100098,0
C,0,108678.735911864,0
C,0,111735.910194851,0
C,0,114879.083956192,0
C,0,118110.676394006,0
C,0,121433.174759379,0
C,0,124849.136270718,0
C,0,128361.190081958,0
C,0,131972.039306137,0
C,0,135684.463095896,0
C,0,139501.318782496,0
C,0,143425.544075018,0
C,0,147460.159321419,0
C,0,151608.269833196,0
C,0,155873.068275443,0
C,0,160257.837124138,0
C,0,164765.951192565,0
C,0,169400.880228787,0
C,0,174166.191586207,0
C,0,179065.552969238,0
C,0,184102.735256216,0
C,0,189281.615401724,0
C,0,194606.179420556,0
C,0,200080.525455621,0
C,0,205708.86693215,0
C,0,211495.535800634,0
C,0,217444.985870983,0
C,0,223561.796240478,0
C,0,229850.674818152,0
C,0,236316.461948315,0
C,0,242964.134136007,0
C,0,249798.807877256,0
C,0,256825.743597069,0
C,0,264050.349698218,0
C,0,271478.186723907,0
C,0,279114.971637539,0
C,0,286966.582222879,0
C,0,295039.061607991,0
C,0,303338.622916434,0
C,0,311871.654049304,0
C,0,320644.722601789,0
C,0,329664.580918035,0
C,0,338938.171288203,0
C,0,348472.631291726,0
C,0,358275.299290863,0
C,0,368353.720078807,0
C,0,378715.650686657,0
C,0,389369.066353757,0
C,0,400322.166665973,0
C,0,411583.381866649,0
C,0,423161.379345088,0
C,0,435065.070307563,0
C,0,447303.616635972,0
C,0,459886.437939447,0
C,0,472823.21880432,0
C,0,486123.916248023,0
C,0,499798.767382689,0
C,0,513858.29729432,0
C,0,528313.327143598,0
C,0,543174.982494583,0
C,0,558454.701877694,0
C,0,574164.245593572,0
C,0,590315.704764599,0
C,0,606921.510641044,0
C,0,623994.444168982,0
C,0,641547.645827375,0
C,0,659594.625741873,0
C,0,678149.274083109,0
C,0,697225.871757512,0
C,0,716839.101398857,0
C,0,737004.058669003,0
C,0,757736.263876537,0
C,0,779051.673922241,0
C,0,800966.694580603,0
C,0,823498.193126803,0
C,0,846663.511318904,0
C,0,870480.478745237,0
C,0,894967.426547246,0
C,0,920143.201528383,0
C,0,946027.180659861,0
C,0,972639.285994485,0
C,0,1000000,0
C,0.1,1000,4.31007186789941e-12
C,0.1,1028.13038132378,4.31006400513038e-12
C,0.1,1057.05208100098,4.31005569380084e-12
C,0.1,1086.78735911864,4.31004690832346e-12
C,0.1,1117.35910194851,4.31003762165016e-12
C,0.1,1148.79083956192,4.31002780519142e-12
C,0.1,1181.10676394006,4.31001742872566e-12
C,0.1,1214.33174759379,4.31000646030867e-12
C,0.1,1248.49136270718,4.30999486617333e-12
C,0.1,1283.61190081958,4.3099826106282e-12
C,0.1,1319.72039306138,4.30996965594521e-12
C,0.1,1356.84463095896,4.30995596224475e-12
C,0.1,1395.01318782496,4.30994148737316e-12
C,0.1,1434.25544075018,4.30992618677219e-12
C,0.1,1474.60159321419,4.30991001334451e-12
C,0.1,1516.08269833196,4.30989291730408e-12
C,0.1,1558.73068275443,4.30987484602831e-12
C,0.1,1602.57837124138,4.30985574389323e-12
C,0.1,1647.65951192565,4.30983555210294e-12
C,0.1,1694.00880228787,4.3098142085093e-12
C,0.1,1741.66191586207,4.30979164742062e-12
C,0.1,1790.65552969238,4.30976779939968e-12
C,0.1,1841.02735256216,4.30974259105097e-12
C,0.1,1892.81615401724,4.30971594479497e-12
C,0.1,1946.06179420556,4.30968777862805e-12
C,0.1,2000.80525455621,4.30965800587397e-12
C,0.1,2057.0886693215,4.30962653491422e-12
C,0.1,2114.95535800634,4.30959326890822e-12
C,0.1,2174.44985870983,4.30955810549699e-12
C,0.1,2235.61796240478,4.30952093648694e-12
C,0.1,2298.50674818152,4.30948164751819e-12
C,0.1,2363.16461948315,4.30944011771421e-12
C,0.1,2429.64134136008,4.30939621931189e-12
C,0.1,2497.98807877256,4.30934981726594e-12
C,0.1,2568.25743597069,4.30930076883904e-12
C,0.1,2640.50349698218,4.30924892316116e-12
C,0.1,2714.78186723907,4.30919412076816e-12
C,0.1,2791.14971637539,4.30913619311263e-12
C,0.1,2869.66582222879,4.30907496204784e-12
C,0.1,2950.39061607991,4.30901023928137e-12
C,0.1,3033.38622916434,4.30894182579853e-12
C,0.1,3118.71654049304,4.30886951125453e-12
C,0.1,3206.44722601789,4.30879307332783e-12
C,0.1,3296.64580918035,4.30871227704258e-12
C,0.1,3389.38171288204,4.30862687404761e-12
C,0.1,3484.72631291726,4.30853660186038e-12
C,0.1,3582.75299290863,4.30844118306063e-12
C,0.1,3683.53720078807,4.30834032444687e-12
C,0.1,3787.15650686657,4.30823371613856e-12
C,0.1,3893.69066353757,4.30812103063092e-12
C,0.1,4003.22166665972,4.30800192179739e-12
C,0.1,4115.83381866648,4.30787602383231e-12
C,0.1,4231.61379345088,4.30774295013678e-12
C,0.1,4350.65070307563,4.3076022921436e-12
C,0.1,4473.03616635972,4.30745361807086e-12
C,0.1,4598.86437939448,4.30729647161087e-12
C,0.1,4728.2321880432,4.30713037054284e-12
C,0.1,4861.23916248023,4.30695480526849e-12
C,0.1,4997.98767382689,4.30676923726611e-12
C,0.1,5138.5829729432,4.30657309745807e-12
C,0.1,5283.13327143598,4.30636578448677e-12
C,0.1,5431.74982494583,4.30614666289489e-12
C,0.1,5584.54701877694,4.30591506120558e-12
C,0.1,5741.64245593572,4.30567026989218e-12
C,0.1,5903.15704764599,4.30541153924212e-12
C,0.1,6069.21510641044,4.30513807709358e-12
C,0.1,6239.94444168982,4.30484904645552e-12
C,0.1,6415.47645827376,4.3045435629901e-12
C,0.1,6595.94625741874,4.30422069236161e-12
C,0.1,6781.4927408311,4.3038794474344e-12
C,0.1,6972.25871757512,4.30351878532073e-12
C,0.1,7168.39101398857,4.30313760426714e-12
C,0.1,7370.04058669003,4.30273474036761e-12
C,0.1,7577.36263876536,4.30230896410355e-12
C,0.1,7790.5167392224,4.30185897668968e-12
C,0.1,8009.66694580603,4.30138340622442e-12
C,0.1,8234.98193126803,4.30088080363742e-12
C,0.1,8466.63511318904,4.3003496384094e-12
C,0.1,8704.80478745237,4.29978829407386e-12
C,0.1,8949.67426547247,4.29919506346885e-12
C,0.1,9201.43201528384,4.29856814374236e-12
C,0.1,9460.27180659862,4.29790563109336e-12
C,0.1,9726.39285994485,4.29720551523109e-12
C,0.1,10000,4.29646567355052e-12
C,0.1,10281.3038132378,4.29568386499714e-12
C,0.1,10570.5208100098,4.29485772362173e-12
C,0.1,10867.8735911864,4.29398475179552e-12
C,0.1,11173.5910194851,4.29306231308121e-12
C,0.1,11487.9083956192,4.29208762474327e-12
C,0.1,11811.0676394006,4.29105774987741e-12
C,0.1,12143.3174759379,4.28996958914649e-12
C,0.1,12484.9136270718,4.28881987210791e-12
C,0.1,12836.1190081958,4.28760514811276e-12
C,0.1,13197.2039306137,4.28632177676073e-12
C,0.1,13568.4463095896,4.28496591789885e-12
C,0.1,13950.1318782496,4.28353352113997e-12
C,0.1,14342.5544075018,4.28202031488813e-12
C,0.1,14746.0159321419,4.28042179485689e-12
C,0.1,15160.8269833196,4.27873321206116e-12
C,0.1,15587.3068275442,4.27694956026683e-12
C,0.1,16025.7837124138,4.27506556288395e-12
C,0.1,16476.5951192565,4.27307565929461e-12
C,0.1,16940.0880228787,4.27097399059453e-12
C,0.1,17416.6191586207,4.26875438474106e-12
C,0.1,17906.5552969238,4.26641034110071e-12
C,0.1,18410.2735256216,4.26393501438239e-12
C,0.1,18928.1615401724,4.26132119795831e-12
C,0.1,19460.6179420556,4.25856130656315e-12
C,0.1,20008.0525455621,4.25564735837742e-12
C,0.1,20570.886693215,4.25257095649731e-12
C,0.1,21149.5535800634,4.24932326980115e-12
C,0.1,21744.4985870983,4.24589501322561e-12
C,0.1,22356.1796240478,4.2422764274728e-12
C,0.1,22985.0674818152,4.2384572581713e-12
C,0.1,23631.6461948315,4.23442673452843e-12
C,0.1,24296.4134136007,4.23017354751272e-12
C,0.1,24979.8807877256,4.22568582761706e-12
C,0.1,25682.5743597069,4.22095112226608e-12
C,0.1,26405.0349698218,4.21595637293818e-12
C,0.1,27147.8186723907,4.21068789208391e-12
C,0.1,27911.4971637539,4.20513133994806e-12
C,0.1,28696.6582222879,4.19927170139895e-12
C,0.1,29503.9061607991,4.19309326290618e-12
C,0.1,30333.8622916434,4.18657958981016e-12
C,0.1,31187.1654049304,4.17971350405188e-12
C,0.1,32064.4722601789,4.17247706256024e-12
C,0.1,32966.4580918035,4.16485153650842e-12
C,0.1,33893.8171288203,4.15681739167796e-12
C,0.1,34847.2631291726,4.14835427020222e-12
C,0.1,35827.5299290863,4.1394409739853e-12
C,0.1,36835.3720078807,4.13005545011995e-12
C,0.1,37871.5650686657,4.12017477866936e-12
C,0.1,38936.9066353757,4.10977516320938e-12
C,0.1,40032.2166665973,4.09883192454987e-12
C,0.1,41158.3381866649,4.08731949811622e-12
C,0.1,42316.1379345088,4.07521143548532e-12
C,0.1,43506.5070307563,4.06248041061987e-12
C,0.1,44730.3616635972,4.04909823138391e-12
C,0.1,45988.6437939448,4.03503585695371e-12
C,0.1,47282.3218804319,4.02026342177573e-12
C,0.1,48612.3916248023,4.00475026676249e-12
C,0.1,49979.8767382689,3.98846497843591e-12
C,0.1,51385.829729432,3.97137543676807e-12
C,0.1,52831.3327143598,3.95344887247568e-12
C,0.1,54317.4982494583,3.9346519345475e-12
C,0.1,55845.4701877694,3.91495076878509e-12
C,0.1,57416.4245593571,3.89431110812873e-12
C,0.1,59031.5704764599,3.87269837552832e-12
C,0.1,60692.1510641044,3.85007780008089e-12
C,0.1,62399.4444168982,3.82641454711286e-12
C,0.1,64154.7645827376,3.80167386280923e-12
C,0.1,65959.4625741873,3.77582123391907e-12
C,0.1,67814.9274083109,3.74882256294063e-12
C,0.1,69722.5871757512,3.72064435906163e-12
C,0.1,71683.9101398857,3.69125394497248e-12
C,0.1,73700.4058669003,3.66061967947337e-12
C,0.1,75773.6263876537,3.62871119558386e-12
C,0.1,77905.1673922241,3.59549965361469e-12
C,0.1,80096.6694580602,3.56095800838633e-12
C,0.1,82349.8193126803,3.52506128947661e-12
C,0.1,84666.3511318904,3.48778689304798e-12
C,0.1,87048.0478745237,3.44911488346006e-12
C,0.1,89496.7426547248,3.40902830249462e-12
C,0.1,92014.3201528383,3.36751348365102e-12
C,0.1,94602.7180659861,3.32456036857164e-12
C,0.1,97263.9285994485,3.28016282228344e-12
C,0.1,100000,3.23431894357224e-12
C,0.1,102813.038132378,3.18703136645013e-12
C,0.1,105705.208100098,3.13830754838607e-12
C,0.1,108678.735911864,3.08816004069559e-12
C,0.1,111735.910194851,3.03660673629592e-12
C,0.1,114879.083956192,2.98367108991738e-12
C,0.1,118110.676394006,2.92938230582098e-12
C,0.1,121433.174759379,2.87377548815056e-12
C,0.1,124849.136270718,2.81689174923049e-12
C,0.1,128361.190081958,2.75877827141081e-12
C,0.1,131972.039306137,2.69948831849785e-12
C,0.1,135684.463095896,2.63908119334384e-12
C,0.1,139501.318782496,2.57762213885422e-12
C,0.1,143425.544075018,2.51518218043981e-12
C,0.1,147460.159321419,2.45183790884407e-12
C,0.1,151608.269833196,2.38767120323787e-12
C,0.1,155873.068275443,2.32276889552051e-12
C,0.1,160257.837124138,2.25722237783957e-12
C,0.1,164765.951192565,2.19112715643674e-12
C,0.1,169400.880228787,2.12458235600037e-12
C,0.1,174166.191586207,2.05769017972067e-12
C,0.1,179065.552969238,1.99055533119865e-12
C,0.1,184102.735256216,1.92328440517394e-12
C,0.1,189281.615401724,1.85598525474119e-12
C,0.1,194606.179420556,1.78876634324149e-12
C,0.1,200080.525455621,1.72173608937137e-12
C,0.1,205708.86693215,1.65500221420051e-12
C,0.1,211495.535800634,1.58867109874756e-12
C,0.1,217444.985870983,1.52284716051924e-12
C,0.1,223561.796240478,1.4576322569865e-12
C,0.1,229850.674818152,1.39312512336618e-12
C,0.1,236316.461948315,1.32942085131108e-12
C,0.1,242964.134136007,1.26661041421988e-12
C,0.1,249798.807877256,1.20478024388934e-12
C,0.1,256825.743597069,1.14401186216196e-12
C,0.1,264050.349698218,1.08438157012392e-12
C,0.1,271478.186723907,1.02596019630057e-12
C,0.1,279114.971637539,9.68812904211248e-13
C,0.1,286966.582222879,9.12999058612576e-13
C,0.1,295039.061607991,8.58572148801456e-13
C,0.1,303338.622916434,8.05579766485546e-13
C,0.1,311871.654049304,7.54063634975811e-13
C,0.1,320644.722601789,7.04059685822172e-13
C,0.1,329664.580918035,6.55598178507236e-13
C,0.1,338938.171288203,6.08703858433454e-13
C,0.1,348472.631291726,5.63396148184435e-13
C,0.1,358275.299290863,5.19689366908326e-13
C,0.1,368353.720078807,4.7759297264486e-13
C,0.1,378715.650686657,4.37111822495326e-13
C,0.1,389369.066353757,3.98246445698616e-13
C,0.1,400322.166665973,3.60993324914978e-13
C,0.1,411583.381866649,3.25345181321281e-13
C,0.1,423161.379345088,2.91291259471109e-13
C,0.1,435065.070307563,2.58817608260546e-13
C,0.1,447303.616635972,2.2790735475416e-13
C,0.1,459886.437939447,1.98540968052644e-13
C,0.1,472823.21880432,1.70696510821328e-13
C,0.1,486123.916248023,1.44349876530165e-13
C,0.1,499798.767382689,1.19475010887309e-13
C,0.1,513858.29729432,9.60441163605008e-14
C,0.1,528313.327143598,7.40278390830801e-14
C,0.1,543174.982494583,5.33954378200978e-14
C,0.1,558454.701877694,3.4114935031066e-14
C,0.1,574164.245593572,1.61532504006248e-14
C,0.1,590315.704764599,-5.23682479579733e-16
C,0.1,606921.510641044,-1.59508153109377e-14
C,0.1,623994.444168982,-3.01638989434381e-14
C,0.1,641547.645827375,-4.31994104354126e-14
C,0.1,659594.625741873,-5.50944916680614e-14
C,0.1,678149.274083109,-6.58868977011941e-14
C,0.1,697225.871757512,-7.56149529293228e-14
C,0.1,716839.101398857,-8.43175130073658e-14
C,0.1,737004.058669003,-9.20339304620095e-14
C,0.1,757736.263876537,-9.88040219005626e-14
C,0.1,779051.673922241,-1.04668034761294e-13
C,0.1,800966.694580603,-1.0966661163473e-13
C,0.1,823498.193126803,-1.13840750311022e-13
C,0.1,846663.511318904,-1.17231757884248e-13
C,0.1,870480.478745237,-1.19881197462499e-13
C,0.1,894967.426547246,-1.21830826291786e-13
C,0.1,920143.201528383,-1.23122524400198e-13
C,0.1,946027.180659861,-1.2379821319389e-13
C,0.1,972639.285994485,-1.23899763789087e-13
C,0.1,1000000,-1.23468895228129e-13
C,0.2,1000,8.62014932800882e-12
C,0.2,1028.13038132378,8.6201339215001e-12
C,0.2,1057.05208100098,8.62011763607056e-12
C,0.2,1086.78735911864,8.62010042158201e-12
C,0.2,1117.35910194851,8.62008222503671e-12
C,0.2,1148.79083956192,8.62006299041428e-12
C,0.2,1181.10676394006,8.62004265849835e-12
C,0.2,1214.33174759379,8.62002116669633e-12
C,0.2,1248.49136270718,8.61999844884415e-12
C,0.2,1283.61190081958,8.61997443500613e-12
C,0.2,1319.72039306138,8.61994905125625e-12
C,0.2,1356.84463095896,8.61992221945346e-12
C,0.2,1395.01318782496,8.61989385700035e-12
C,0.2,1434.25544075018,8.61986387658873e-12
C,0.2,1474.60159321419,8.61983218593146e-12
C,0.2,1516.08269833196,8.61979868747877e-12
C,0.2,1558.73068275443,8.6197632781183e-12
C,0.2,1602.57837124138,8.61972584885841e-12
C,0.2,1647.65951192565,8.61968628449218e-12
C,0.2,1694.00880228787,8.61964446324321e-12
C,0.2,1741.66191586207,8.6196002563929e-12
C,0.2,1790.65552969238,8.61955352788285e-12
C,0.2,1841.02735256216,8.61950413389835e-12
C,0.2,1892.81615401724,8.61945192242559e-12
C,0.2,1946.06179420556,8.61939673278385e-12
C,0.2,2000.80525455621,8.61933839513367e-12
C,0.2,2057.0886693215,8.61927672995348e-12
C,0.2,2114.95535800634,8.61921154748961e-12
C,0.2,2174.44985870983,8.61914264717319e-12
C,0.2,2235.61796240478,8.61906981700259e-12
C,0.2,2298.50674818152,8.6189928328953e-12
C,0.2,2363.16461948315,8.61891145799855e-12
C,0.2,2429.64134136008,8.61882544196333e-12
C,0.2,2497.98807877256,8.61873452017441e-12
C,0.2,2568.25743597069,8.61863841294187e-12
C,0.2,2640.50349698218,8.61853682463967e-12
C,0.2,2714.78186723907,8.61842944280204e-12
C,0.2,2791.14971637539,8.61831593716395e-12
C,0.2,2869.66582222879,8.61819595864995e-12
C,0.2,2950.39061607991,8.61806913830461e-12
C,0.2,3033.38622916434,8.6179350861607e-12
C,0.2,3118.71654049304,8.61779339004852e-12
C,0.2,3206.44722601789,8.61764361433079e-12
C,0.2,3296.64580918035,8.6174852985717e-12
C,0.2,3389.38171288204,8.61731795612751e-12
C,0.2,3484.72631291726,8.61714107265917e-12
C,0.2,3582.75299290863,8.61695410455961e-12
C,0.2,3683.53720078807,8.61675647729395e-12
C,0.2,3787.15650686657,8.61654758364408e-12
C,0.2,3893.69066353757,8.61632678185471e-12
C,0.2,4003.22166665972,8.61609339367687e-12
C,0.2,4115.83381866648,8.61584670229998e-12
C,0.2,4231.61379345088,8.61558595016437e-12
C,0.2,4350.65070307563,8.61531033665849e-12
C,0.2,4473.03616635972,8.61501901567855e-12
C,0.2,4598.86437939448,8.61471109305608e-12
C,0.2,4728.2321880432,8.61438562384015e-12
C,0.2,4861.23916248023,8.61404160942763e-12
C,0.2,4997.98767382689,8.61367799453099e-12
C,0.2,5138.5829729432,8.6132936639803e-12
C,0.2,5283.13327143598,8.61288743934292e-12
C,0.2,5431.74982494583,8.61245807535656e-12
C,0.2,5584.54701877694,8.61200425616541e-12
C,0.2,5741.64245593572,8.61152459134233e-12
C,0.2,5903.15704764599,8.6110176116967e-12
C,0.2,6069.21510641044,8.61048176484345e-12
C,0.2,6239.94444168982,8.60991541053213e-12
C,0.2,6415.47645827376,8.60931681571359e-12
C,0.2,6595.94625741874,8.60868414934076e-12
C,0.2,6781.4927408311,8.60801547687602e-12
C,0.2,6972.25871757512,8.60730875450262e-12
C,0.2,7168.39101398857,8.60656182301871e-12
C,0.2,7370.04058669003,8.60577240139363e-12
C,0.2,7577.36263876536,8.60493807997911e-12
C,0.2,7790.5167392224,8.60405631334741e-12
C,0.2,8009.66694580603,8.60312441274128e-12
C,0.2,8234.98193126803,8.60213953812139e-12
C,0.2,8466.63511318904,8.60109868977759e-12
C,0.2,8704.80478745237,8.59999869949909e-12
C,0.2,8949.67426547247,8.59883622126536e-12
C,0.2,9201.43201528384,8.59760772144529e-12
C,0.2,9460.27180659862,8.59630946847876e-12
C,0.2,9726.39285994485,8.59493752200811e-12
C,0.2,10000,8.59348772144658e-12
C,0.2,10281.3038132378,8.59195567394105e-12
C,0.2,10570.5208100098,8.59033674171947e-12
C,0.2,10867.8735911864,8.58862602877652e-12
C,0.2,11173.5910194851,8.58681836688027e-12
C,0.2,11487.9083956192,8.58490830086658e-12
C,0.2,11811.0676394006,8.58289007318613e-12
C,0.2,12143.3174759379,8.58075760767906e-12
C,0.2,12484.9136270718,8.57850449253968e-12
C,0.2,12836.1190081958,8.57612396244274e-12
C,0.2,13197.2039306137,8.57360887979314e-12
C,0.2,13568.4463095896,8.5709517150724e-12
C,0.2,13950.1318782496,8.56814452624291e-12
C,0.2,14342.5544075018,8.56517893717935e-12
C,0.2,14746.0159321419,8.56204611509481e-12
C,0.2,15160.8269833196,8.55873674692844e-12
C,0.2,15587.3068275442,8.55524101466385e-12
C,0.2,16025.7837124138,8.55154856954707e-12
C,0.2,16476.5951192565,8.54764850518011e-12
C,0.2,16940.0880228787,8.5435293294582e-12
C,0.2,17416.6191586207,8.53917893532996e-12
C,0.2,17906.5552969238,8.53458457036128e-12
C,0.2,18410.2735256216,8.52973280508439e-12
C,0.2,18928.1615401724,8.52460950012121e-12
C,0.2,19460.6179420556,8.51919977207347e-12
C,0.2,20008.0525455621,8.51348795818023e-12
C,0.2,20570.886693215,8.50745757974719e-12
C,0.2,21149.5535800634,8.50109130436789e-12
C,0.2,21744.4985870983,8.4943709069547e-12
C,0.2,22356.1796240478,8.48727722962036e-12
C,0.2,22985.0674818152,8.47979014045418e-12
C,0.2,23631.6461948315,8.47188849125882e-12
C,0.2,24296.4134136007,8.46355007431761e-12
C,0.2,24979.8807877256,8.45475157829744e-12
C,0.2,25682.5743597069,8.44546854339216e-12
C,0.2,26405.0349698218,8.43567531584924e-12
C,0.2,27147.8186723907,8.42534500203573e-12
C,0.2,27911.4971637539,8.41444942223678e-12
C,0.2,28696.6582222879,8.40295906439803e-12
C,0.2,29503.9061607991,8.39084303806583e-12
C,0.2,30333.8622916434,8.37806902881149e-12
C,0.2,31187.1654049304,8.36460325345761e-12
C,0.2,32064.4722601789,8.35041041648202e-12
C,0.2,32966.4580918035,8.33545366800782e-12
C,0.2,33893.8171288203,8.31969456383859e-12
C,0.2,34847.2631291726,8.30309302806144e-12
C,0.2,35827.5299290863,8.28560731878428e-12
C,0.2,36835.3720078807,8.26719399763931e-12
C,0.2,37871.5650686657,8.24780790375291e-12
C,0.2,38936.9066353757,8.22740213294211e-12
C,0.2,40032.2166665973,8.20592802296733e-12
C,0.2,41158.3381866649,8.18333514575257e-12
C,0.2,42316.1379345088,8.15957130754781e-12
C,0.2,43506.5070307563,8.13458255808637e-12
C,0.2,44730.3616635972,8.10831320987091e-12
C,0.2,45988.6437939448,8.08070586878782e-12
C,0.2,47282.3218804319,8.05170147732851e-12
C,0.2,48612.3916248023,8.02123937175636e-12
C,0.2,49979.8767382689,7.98925735463339e-12
C,0.2,51385.829729432,7.95569178415917e-12
C,0.2,52831.3327143598,7.92047768182941e-12
C,0.2,54317.4982494583,7.88354885995158e-12
C,0.2,55845.4701877694,7.84483807056312e-12
C,0.2,57416.4245593571,7.80427717729879e-12
C,0.2,59031.5704764599,7.76179735172656e-12
C,0.2,60692.1510641044,7.71732929560912e-12
C,0.2,62399.4444168982,7.67080349047133e-12
C,0.2,64154.7645827376,7.62215047572321e-12
C,0.2,65959.4625741873,7.57130115643769e-12
C,0.2,67814.9274083109,7.51818714166612e-12
C,0.2,69722.5871757512,7.46274111393182e-12
C,0.2,71683.9101398857,7.40489723023525e-12
C,0.2,73700.4058669003,7.34459155454505e-12
C,0.2,75773.6263876537,7.28176252134293e-12
C,0.2,77905.1673922241,7.21635142930645e-12
C,0.2,80096.6694580602,7.1483029637049e-12
C,0.2,82349.8193126803,7.07756574547939e-12
C,0.2,84666.3511318904,7.00409290435963e-12
C,0.2,87048.0478745237,6.92784267267925e-12
C,0.2,89496.7426547248,6.84877899583476e-12
C,0.2,92014.3201528383,6.76687215458553e-12
C,0.2,94602.7180659861,6.68209939363075e-12
C,0.2,97263.9285994485,6.59444555013686e-12
C,0.2,100000,6.50390367515561e-12
C,0.2,102813.038132378,6.41047564015973e-12
C,0.2,105705.208100098,6.31417272030733e-12
C,0.2,108678.735911864,6.21501614548352e-12
C,0.2,111735.910194851,6.11303760975072e-12
C,0.2,114879.083956192,6.00827972954162e-12
C,0.2,118110.676394006,5.90079644082191e-12
C,0.2,121433.174759379,5.79065332550291e-12
C,0.2,124849.136270718,5.67792785768988e-12
C,0.2,128361.190081958,5.56270956084452e-12
