sensor,strain,f,dCs
A,0.4,447303.616635972,1.21542180366791e-11
A,0.4,459886.437939447,1.22326019454135e-11
A,0.4,472823.21880432,1.23100391662859e-11
A,0.4,486123.916248023,1.23864089966919e-11
A,0.4,499798.767382689,1.2461606913593e-11
A,0.4,513858.29729432,1.25355438417257e-11
A,0.4,528313.327143598,1.26081453428992e-11
A,0.4,543174.982494583,1.26793507441542e-11
A,0.4,558454.701877694,1.27491122211489e-11
A,0.4,574164.245593572,1.28173938516586e-11
A,0.4,590315.704764599,1.28841706525725e-11
A,0.4,606921.510641044,1.29494276122748e-11
A,0.4,623994.444168982,1.30131587288598e-11
A,0.4,641547.645827375,1.30753660632594e-11
A,0.4,659594.625741873,1.31360588150829e-11
A,0.4,678149.274083109,1.31952524277975e-11
A,0.4,697225.871757512,1.3252967728806e-11
A,0.4,716839.101398857,1.33092301090211e-11
A,0.4,737004.058669003,1.33640687456806e-11
A,0.4,757736.263876537,1.34175158713851e-11
A,0.4,779051.673922241,1.34696060916688e-11
A,0.4,800966.694580603,1.35203757528189e-11
A,0.4,823498.193126803,1.35698623611197e-11
A,0.4,846663.511318904,1.36181040542215e-11
A,0.4,870480.478745237,1.36651391248897e-11
A,0.4,894967.426547246,1.37110055969803e-11
A,0.4,920143.201528383,1.37557408531008e-11
A,0.4,946027.180659861,1.37993813130454e-11
A,0.4,972639.285994485,1.3841962161735e-11
A,0.4,1000000,1.38835171250495e-11
B,0,1000,0
B,0,1028.13038132378,0
B,0,1057.05208100098,0
B,0,1086.78735911864,0
B,0,1117.35910194851,0
B,0,1148.79083956192,0
B,0,1181.10676394006,0
B,0,1214.33174759379,0
B,0,1248.49136270718,0
B,0,1283.61190081958,0
B,0,1319.72039306138,0
B,0,1356.84463095896,0
B,0,1395.01318782496,0
B,0,1434.25544075018,0
B,0,1474.60159321419,0
B,0,1516.08269833196,0
B,0,1558.73068275443,0
B,0,1602.57837124138,0
B,0,1647.65951192565,0
B,0,1694.00880228787,0
B,0,1741.66191586207,0
B,0,1790.65552969238,0
B,0,1841.02735256216,0
B,0,1892.81615401724,0
B,0,1946.06179420556,0
B,0,2000.80525455621,0
B,0,2057.0886693215,0
B,0,2114.95535800634,0
B,0,2174.44985870983,0
B,0,2235.61796240478,0
B,0,2298.50674818152,0
B,0,2363.16461948315,0
B,0,2429.64134136008,0
B,0,2497.98807877256,0
B,0,2568.25743597069,0
B,0,2640.50349698218,0
B,0,2714.78186723907,0
B,0,2791.14971637539,0
B,0,2869.66582222879,0
B,0,2950.39061607991,0
B,0,3033.38622916434,0
B,0,3118.71654049304,0
B,0,3206.44722601789,0
B,0,3296.64580918035,0
B,0,3389.38171288204,0
B,0,3484.72631291726,0
B,0,3582.75299290863,0
B,0,3683.53720078807,0
B,0,3787.15650686657,0
B,0,3893.69066353757,0
B,0,4003.22166665972,0
B,0,4115.83381866648,0
B,0,4231.61379345088,0
B,0,4350.65070307563,0
B,0,4473.03616635972,0
B,0,4598.86437939448,0
B,0,4728.2321880432,0
B,0,4861.23916248023,0
B,0,4997.98767382689,0
B,0,5138.5829729432,0
B,0,5283.13327143598,0
B,0,5431.74982494583,0
B,0,5584.54701877694,0
B,0,5741.64245593572,0
B,0,5903.15704764599,0
B,0,6069.21510641044,0
B,0,6239.94444168982,0
B,0,6415.47645827376,0
B,0,6595.94625741874,0
B,0,6781.4927408311,0
B,0,6972.25871757512,0
B,0,7168.39101398857,0
B,0,7370.04058669003,0
B,0,7577.36263876536,0
B,0,7790.5167392224,0
B,0,8009.66694580603,0
B,0,8234.98193126803,0
B,0,8466.63511318904,0
B,0,8704.80478745237,0
B,0,8949.67426547247,0
B,0,9201.43201528384,0
B,0,9460.27180659862,0
B,0,9726.39285994485,0
B,0,10000,0
B,0,10281.3038132378,0
B,0,10570.5208100098,0
B,0,10867.8735911864,0
B,0,11173.5910194851,0
B,0,11487.9083956192,0
B,0,11811.0676394006,0
B,0,12143.3174759379,0
B,0,12484.9136270718,0
B,0,12836.1190081958,0
B,0,13197.2039306137,0
B,0,13568.4463095896,0
B,0,13950.1318782496,0
B,0,14342.5544075018,0
B,0,14746.0159321419,0
B,0,15160.8269833196,0
B,0,15587.3068275442,0
B,0,16025.7837124138,0
B,0,16476.5951192565,0
B,0,16940.0880228787,0
B,0,17416.6191586207,0
B,0,17906.5552969238,0
B,0,18410.2735256216,0
B,0,18928.1615401724,0
B,0,19460.6179420556,0
B,0,20008.0525455621,0
B,0,20570.886693215,0
B,0,21149.5535800634,0
B,0,21744.4985870983,0
B,0,22356.1796240478,0
B,0,22985.0674818152,0
B,0,23631.6461948315,0
B,0,24296.4134136007,0
B,0,24979.8807877256,0
B,0,25682.5743597069,0
B,0,26405.0349698218,0
B,0,27147.8186723907,0
B,0,27911.4971637539,0
B,0,28696.6582222879,0
B,0,29503.9061607991,0
B,0,30333.8622916434,0
B,0,31187.1654049304,0
B,0,32064.4722601789,0
B,0,32966.4580918035,0
B,0,33893.8171288203,0
B,0,34847.2631291726,0
B,0,35827.5299290863,0
B,0,36835.3720078807,0
B,0,37871.5650686657,0
B,0,38936.9066353757,0
B,0,40032.2166665973,0
B,0,41158.3381866649,0
B,0,42316.1379345088,0
B,0,43506.5070307563,0
B,0,44730.3616635972,0
B,0,45988.6437939448,0
B,0,47282.3218804319,0
B,0,48612.3916248023,0
B,0,49979.8767382689,0
B,0,51385.829729432,0
B,0,52831.3327143598,0
B,0,54317.4982494583,0
B,0,55845.4701877694,0
B,0,57416.4245593571,0
B,0,59031.5704764599,0
B,0,60692.1510641044,0
B,0,62399.4444168982,0
B,0,64154.7645827376,0
B,0,65959.4625741873,0
B,0,67814.9274083109,0
B,0,69722.5871757512,0
B,0,71683.9101398857,0
B,0,73700.4058669003,0
B,0,75773.6263876537,0
B,0,77905.1673922241,0
B,0,80096.6694580602,0
B,0,82349.8193126803,0
B,0,84666.3511318904,0
B,0,87048.0478745237,0
B,0,89496.7426547248,0
B,0,92014.3201528383,0
B,0,94602.7180659861,0
B,0,97263.9285994485,0
B,0,100000,0
B,0,102813.038132378,0
B,0,105705.208100098,0
B,0,108678.735911864,0
B,0,111735.910194851,0
B,0,114879.083956192,0
B,0,118110.676394006,0
B,0,121433.174759379,0
B,0,124849.136270718,0
B,0,128361.190081958,0
B,0,131972.039306137,0
B,0,135684.463095896,0
B,0,139501.318782496,0
B,0,143425.544075018,0
B,0,147460.159321419,0
B,0,151608.269833196,0
B,0,155873.068275443,0
B,0,160257.837124138,0
B,0,164765.951192565,0
B,0,169400.880228787,0
B,0,174166.191586207,0
B,0,179065.552969238,0
B,0,184102.735256216,0
B,0,189281.615401724,0
B,0,194606.179420556,0
B,0,200080.525455621,0
B,0,205708.86693215,0
B,0,211495.535800634,0
B,0,217444.985870983,0
B,0,223561.796240478,0
B,0,229850.674818152,0
B,0,236316.461948315,0
B,0,242964.134136007,0
B,0,249798.807877256,0
B,0,256825.743597069,0
B,0,264050.349698218,0
B,0,271478.186723907,0
B,0,279114.971637539,0
B,0,286966.582222879,0
B,0,295039.061607991,0
B,0,303338.622916434,0
B,0,311871.654049304,0
B,0,320644.722601789,0
B,0,329664.580918035,0
B,0,338938.171288203,0
B,0,348472.631291726,0
B,0,358275.299290863,0
B,0,368353.720078807,0
B,0,378715.650686657,0
B,0,389369.066353757,0
B,0,400322.166665973,0
B,0,411583.381866649,0
B,0,423161.379345088,0
B,0,435065.070307563,0
B,0,447303.616635972,0
B,0,459886.437939447,0
B,0,472823.21880432,0
B,0,486123.916248023,0
B,0,499798.767382689,0
B,0,513858.29729432,0
B,0,528313.327143598,0
B,0,543174.982494583,0
B,0,558454.701877694,0
B,0,574164.245593572,0
B,0,590315.704764599,0
B,0,606921.510641044,0
B,0,623994.444168982,0
B,0,641547.645827375,0
B,0,659594.625741873,0
B,0,678149.274083109,0
B,0,697225.871757512,0
B,0,716839.101398857,0
B,0,737004.058669003,0
B,0,757736.263876537,0
B,0,779051.673922241,0
B,0,800966.694580603,0
B,0,823498.193126803,0
B,0,846663.511318904,0
B,0,870480.478745237,0
B,0,894967.426547246,0
B,0,920143.201528383,0
B,0,946027.180659861,0
B,0,972639.285994485,0
B,0,1000000,0
B,0.1,1000,3.23736092273513e-12
B,0.1,1028.13038132378,3.23736270289662e-12
B,0.1,1057.05208100098,3.2373645846012e-12
B,0.1,1086.78735911864,3.23736657364016e-12
B,0.1,1117.35910194851,3.23736867613507e-12
B,0.1,1148.79083956192,3.23737089855586e-12
B,0.1,1181.10676394006,3.23737324774177e-12
B,0.1,1214.33174759379,3.23737573092152e-12
B,0.1,1248.49136270718,3.23737835573544e-12
B,0.1,1283.61190081958,3.23738113026072e-12
B,0.1,1319.72039306138,3.23738406303377e-12
B,0.1,1356.84463095896,3.23738716307711e-12
B,0.1,1395.01318782496,3.23739043992912e-12
B,0.1,1434.25544075018,3.23739390366925e-12
B,0.1,1474.60159321419,3.23739756495334e-12
B,0.1,1516.08269833196,3.23740143504321e-12
B,0.1,1558.73068275443,3.23740552584244e-12
B,0.1,1602.57837124138,3.23740984993312e-12
B,0.1,1647.65951192565,3.23741442061322e-12
B,0.1,1694.00880228787,3.23741925193814e-12
B,0.1,1741.66191586207,3.23742435876466e-12
B,0.1,1790.65552969238,3.23742975679397e-12
B,0.1,1841.02735256216,3.23743546262255e-12
B,0.1,1892.81615401724,3.2374414937911e-12
B,0.1,1946.06179420556,3.23744786883801e-12
B,0.1,2000.80525455621,3.23745460735858e-12
B,0.1,2057.0886693215,3.23746173006075e-12
B,0.1,2114.95535800634,3.23746925883323e-12
B,0.1,2174.44985870983,3.23747721680656e-12
B,0.1,2235.61796240478,3.2374856284301e-12
B,0.1,2298.50674818152,3.23749451954262e-12
B,0.1,2363.16461948315,3.23750391745031e-12
B,0.1,2429.64134136008,3.23751385101426e-12
B,0.1,2497.98807877256,3.23752435073319e-12
B,0.1,2568.25743597069,3.23753544884067e-12
B,0.1,2640.50349698218,3.23754717940047e-12
B,0.1,2714.78186723907,3.23755957841119e-12
B,0.1,2791.14971637539,3.23757268391495e-12
B,0.1,2869.66582222879,3.23758653611387e-12
B,0.1,2950.39061607991,3.23760117749082e-12
B,0.1,3033.38622916434,3.23761665293915e-12
B,0.1,3118.71654049304,3.23763300989737e-12
B,0.1,3206.44722601789,3.23765029849392e-12
B,0.1,3296.64580918035,3.23766857169792e-12
B,0.1,3389.38171288204,3.23768788547818e-12
B,0.1,3484.72631291726,3.23770829897386e-12
B,0.1,3582.75299290863,3.23772987467113e-12
B,0.1,3683.53720078807,3.2377526785899e-12
B,0.1,3787.15650686657,3.23777678048507e-12
B,0.1,3893.69066353757,3.23780225405306e-12
B,0.1,4003.22166665972,3.23782917715281e-12
B,0.1,4115.83381866648,3.23785763203943e-12
B,0.1,4231.61379345088,3.23788770560766e-12
B,0.1,4350.65070307563,3.23791948965285e-12
B,0.1,4473.03616635972,3.23795308114232e-12
B,0.1,4598.86437939448,3.23798858250197e-12
B,0.1,4728.2321880432,3.23802610192185e-12
B,0.1,4861.23916248023,3.2380657536732e-12
B,0.1,4997.98767382689,3.23810765844529e-12
B,0.1,5138.5829729432,3.23815194370059e-12
B,0.1,5283.13327143598,3.23819874404724e-12
B,0.1,5431.74982494583,3.23824820163205e-12
B,0.1,5584.54701877694,3.23830046655479e-12
B,0.1,5741.64245593572,3.2383556973025e-12
B,0.1,5903.15704764599,3.23841406120807e-12
B,0.1,6069.21510641044,3.23847573493256e-12
B,0.1,6239.94444168982,3.2385409049711e-12
B,0.1,6415.47645827376,3.23860976818335e-12
B,0.1,6595.94625741874,3.23868253235869e-12
B,0.1,6781.4927408311,3.23875941679795e-12
B,0.1,6972.25871757512,3.23884065293355e-12
B,0.1,7168.39101398857,3.2389264849778e-12
B,0.1,7370.04058669003,3.23901717059931e-12
B,0.1,7577.36263876536,3.23911298163988e-12
B,0.1,7790.5167392224,3.23921420485811e-12
B,0.1,8009.66694580603,3.23932114271186e-12
B,0.1,8234.98193126803,3.23943411418014e-12
B,0.1,8466.63511318904,3.23955345561592e-12
B,0.1,8704.80478745237,3.2396795216444e-12
B,0.1,8949.67426547247,3.23981268609881e-12
B,0.1,9201.43201528384,3.23995334299494e-12
B,0.1,9460.27180659862,3.24010190755445e-12
B,0.1,9726.39285994485,3.24025881726133e-12
B,0.1,10000,3.2404245329727e-12
B,0.1,10281.3038132378,3.24059954006185e-12
B,0.1,10570.5208100098,3.24078434961974e-12
B,0.1,10867.8735911864,3.24097949968705e-12
B,0.1,11173.5910194851,3.24118555653998e-12
B,0.1,11487.9083956192,3.24140311601725e-12
B,0.1,11811.0676394006,3.24163280489072e-12
B,0.1,12143.3174759379,3.24187528227607e-12
B,0.1,12484.9136270718,3.24213124108846e-12
B,0.1,12836.1190081958,3.24240140953114e-12
B,0.1,13197.2039306137,3.24268655262488e-12
B,0.1,13568.4463095896,3.24298747376421e-12
B,0.1,13950.1318782496,3.24330501630716e-12
B,0.1,14342.5544075018,3.24364006518159e-12
B,0.1,14746.0159321419,3.24399354851272e-12
B,0.1,15160.8269833196,3.2443664392576e-12
B,0.1,15587.3068275442,3.24475975684192e-12
B,0.1,16025.7837124138,3.24517456878199e-12
B,0.1,16476.5951192565,3.24561199229485e-12
B,0.1,16940.0880228787,3.24607319586475e-12
B,0.1,17416.6191586207,3.24655940076503e-12
B,0.1,17906.5552969238,3.24707188250942e-12
B,0.1,18410.2735256216,3.24761197221677e-12
B,0.1,18928.1615401724,3.24818105786616e-12
B,0.1,19460.6179420556,3.24878058541155e-12
B,0.1,20008.0525455621,3.24941205973403e-12
B,0.1,20570.886693215,3.25007704539192e-12
B,0.1,21149.5535800634,3.25077716713726e-12
B,0.1,21744.4985870983,3.2515141101515e-12
B,0.1,22356.1796240478,3.25228961996069e-12
B,0.1,22985.0674818152,3.25310550196943e-12
B,0.1,23631.6461948315,3.25396362056709e-12
B,0.1,24296.4134136007,3.25486589773247e-12
B,0.1,24979.8807877256,3.25581431107132e-12
B,0.1,25682.5743597069,3.25681089121086e-12
B,0.1,26405.0349698218,3.25785771845966e-12
B,0.1,27147.8186723907,3.25895691864258e-12
B,0.1,27911.4971637539,3.26011065800814e-12
B,0.1,28696.6582222879,3.26132113709653e-12
B,0.1,29503.9061607991,3.26259058344012e-12
B,0.1,30333.8622916434,3.26392124297415e-12
B,0.1,31187.1654049304,3.26531537000311e-12
B,0.1,32064.4722601789,3.26677521557566e-12
B,0.1,32966.4580918035,3.26830301410218e-12
B,0.1,33893.8171288203,3.26990096803148e-12
B,0.1,34847.2631291726,3.2715712304052e-12
B,0.1,35827.5299290863,3.27331588508999e-12
B,0.1,36835.3720078807,3.27513692446977e-12
B,0.1,37871.5650686657,3.27703622438932e-12
B,0.1,38936.9066353757,3.27901551611574e-12
B,0.1,40032.2166665973,3.2810763550804e-12
B,0.1,41158.3381866649,3.28322008617003e-12
B,0.1,42316.1379345088,3.28544780531834e-12
B,0.1,43506.5070307563,3.28776031716151e-12
B,0.1,44730.3616635972,3.29015808852161e-12
B,0.1,45988.6437939448,3.29264119749357e-12
B,0.1,47282.3218804319,3.29520927792498e-12
B,0.1,48612.3916248023,3.29786145910267e-12
B,0.1,49979.8767382689,3.30059630048792e-12
B,0.1,51385.829729432,3.3034117213805e-12
B,0.1,52831.3327143598,3.30630492544067e-12
B,0.1,54317.4982494583,3.3092723200581e-12
B,0.1,55845.4701877694,3.31230943062518e-12
B,0.1,57416.4245593571,3.31541080985875e-12
B,0.1,59031.5704764599,3.31856994241307e-12
B,0.1,60692.1510641044,3.32177914513811e-12
B,0.1,62399.4444168982,3.32502946346865e-12
B,0.1,64154.7645827376,3.32831056457364e-12
B,0.1,65959.4625741873,3.33161062806124e-12
B,0.1,67814.9274083109,3.33491623520415e-12
B,0.1,69722.5871757512,3.33821225784733e-12
B,0.1,71683.9101398857,3.34148174836892e-12
B,0.1,73700.4058669003,3.34470583227202e-12
B,0.1,75773.6263876537,3.34786360521327e-12
B,0.1,77905.1673922241,3.35093203650158e-12
B,0.1,80096.6694580602,3.35388588131835e-12
B,0.1,82349.8193126803,3.3566976041319e-12
B,0.1,84666.3511318904,3.35933731596911e-12
B,0.1,87048.0478745237,3.3617727283882e-12
B,0.1,89496.7426547248,3.36396912712651e-12
B,0.1,92014.3201528383,3.36588936849413e-12
B,0.1,94602.7180659861,3.3674939016195e-12
B,0.1,97263.9285994485,3.36874081961112e-12
B,0.1,100000,3.36958594260444e-12
B,0.1,102813.038132378,3.36998293543838e-12
B,0.1,105705.208100098,3.36988346241521e-12
B,0.1,108678.735911864,3.36923738118608e-12
B,0.1,111735.910194851,3.36799297727149e-12
B,0.1,114879.083956192,3.36609724009778e-12
B,0.1,118110.676394006,3.36349618067158e-12
B,0.1,121433.174759379,3.36013519015976e-12
B,0.1,124849.136270718,3.35595943769712e-12
B,0.1,128361.190081958,3.35091430471169e-12
B,0.1,131972.039306137,3.34494585198467e-12
B,0.1,135684.463095896,3.33800131456114e-12
B,0.1,139501.318782496,3.33002961853194e-12
B,0.1,143425.544075018,3.32098191266959e-12
B,0.1,147460.159321419,3.31081210694142e-12
B,0.1,151608.269833196,3.29947740909983e-12
B,0.1,155873.068275443,3.28693884989463e-12
B,0.1,160257.837124138,3.2731617870063e-12
B,0.1,164765.951192565,3.25811637760187e-12
B,0.1,169400.880228787,3.24177800948167e-12
B,0.1,174166.191586207,3.22412768113678e-12
B,0.1,179065.552969238,3.20515232170602e-12
B,0.1,184102.735256216,3.18484504274738e-12
B,0.1,189281.615401724,3.16320531497497e-12
B,0.1,194606.179420556,3.1402390645695e-12
B,0.1,200080.525455621,3.11595868534989e-12
B,0.1,205708.86693215,3.09038296492163e-12
B,0.1,211495.535800634,3.06353692484822e-12
B,0.1,217444.985870983,3.03545157685003e-12
B,0.1,223561.796240478,3.00616359897279e-12
B,0.1,229850.674818152,2.97571493750093e-12
B,0.1,236316.461948315,2.94415234206391e-12
B,0.1,242964.134136007,2.91152684285226e-12
B,0.1,249798.807877256,2.87789318006053e-12
B,0.1,256825.743597069,2.84330919658839e-12
B,0.1,264050.349698218,2.80783520562328e-12
B,0.1,271478.186723907,2.77153334500287e-12
B,0.1,279114.971637539,2.7344669302048e-12
B,0.1,286966.582222879,2.69669981745805e-12
B,0.1,295039.061607991,2.65829578783721e-12
B,0.1,303338.622916434,2.61931796232879e-12
B,0.1,311871.654049304,2.57982825677941e-12
B,0.1,320644.722601789,2.53988688440623e-12
B,0.1,329664.580918035,2.49955191220687e-12
B,0.1,338938.171288203,2.45887887620473e-12
B,0.1,348472.631291726,2.41792045904659e-12
B,0.1,358275.299290863,2.37672623206997e-12
B,0.1,368353.720078807,2.33534246262268e-12
B,0.1,378715.650686657,2.29381198616117e-12
B,0.1,389369.066353757,2.25217414151506e-12
B,0.1,400322.166665973,2.21046476668462e-12
B,0.1,411583.381866649,2.16871625165865e-12
B,0.1,423161.379345088,2.12695764399319e-12
B,0.1,435065.070307563,2.08521480228946e-12
B,0.1,447303.616635972,2.04351059223381e-12
B,0.1,459886.437939447,2.00186511951708e-12
B,0.1,472823.21880432,1.96029599372157e-12
B,0.1,486123.916248023,1.91881861713352e-12
B,0.1,499798.767382689,1.87744649240896e-12
B,0.1,513858.29729432,1.8361915430683e-12
B,0.1,528313.327143598,1.79506444091532e-12
B,0.1,543174.982494583,1.75407493466156e-12
B,0.1,558454.701877694,1.71323217427341e-12
B,0.1,574164.245593572,1.67254502584824e-12
B,0.1,590315.704764599,1.63202237215904e-12
B,0.1,606921.510641044,1.59167339437735e-12
B,0.1,623994.444168982,1.55150783089894e-12
B,0.1,641547.645827375,1.51153620964341e-12
B,0.1,659594.625741873,1.47177005068125e-12
B,0.1,678149.274083109,1.43222203656096e-12
B,0.1,697225.871757512,1.3929061482531e-12
B,0.1,716839.101398857,1.35383776520223e-12
B,0.1,737004.058669003,1.31503372857455e-12
B,0.1,757736.263876537,1.27651236739894e-12
B,0.1,779051.673922241,1.23829348791664e-12
B,0.1,800966.694580603,1.20039832707408e-12
B,0.1,823498.193126803,1.16284947169089e-12
B,0.1,846663.511318904,1.12567074541719e-12
B,0.1,870480.478745237,1.08888706612888e-12
B,0.1,894967.426547246,1.0525242768983e-12
B,0.1,920143.201528383,1.0166089541009e-12
B,0.1,946027.180659861,9.8116819656463e-13
B,0.1,972639.285994485,9.46229399933562e-13
B,0.1,1000000,9.1182002058544e-13
B,0.2,1000,6.47472541317748e-12
B,0.2,1028.13038132378,6.47472917704138e-12
B,0.2,1057.05208100098,6.47473315560414e-12
B,0.2,1086.78735911864,6.47473736111026e-12
B,0.2,1117.35910194851,6.47474180650269e-12
B,0.2,1148.79083956192,6.47474650546243e-12
B,0.2,1181.10676394006,6.47475147244895e-12
B,0.2,1214.33174759379,6.47475672274767e-12
B,0.2,1248.49136270718,6.47476227251401e-12
B,0.2,1283.61190081958,6.47476813882514e-12
B,0.2,1319.72039306138,6.47477433973084e-12
B,0.2,1356.84463095896,6.4747808943096e-12
B,0.2,1395.01318782496,6.47478782272773e-12
B,0.2,1434.25544075018,6.47479514630001e-12
B,0.2,1474.60159321419,6.47480288755626e-12
B,0.2,1516.08269833196,6.47481107030931e-12
B,0.2,1558.73068275443,6.47481971972887e-12
B,0.2,1602.57837124138,6.47482886241887e-12
B,0.2,1647.65951192565,6.47483852649813e-12
B,0.2,1694.00880228787,6.47484874168735e-12
B,0.2,1741.66191586207,6.47485953939918e-12
B,0.2,1790.65552969238,6.47487095283561e-12
B,0.2,1841.02735256216,6.47488301708923e-12
B,0.2,1892.81615401724,6.47489576925028e-12
B,0.2,1946.06179420556,6.4749092485203e-12
B,0.2,2000.80525455621,6.47492349633154e-12
B,0.2,2057.0886693215,6.47493855647539e-12
B,0.2,2114.95535800634,6.47495447523365e-12
B,0.2,2174.44985870983,6.47497130152278e-12
B,0.2,2235.61796240478,6.47498908704017e-12
B,0.2,2298.50674818152,6.47500788642482e-12
B,0.2,2363.16461948315,6.47502775742154e-12
B,0.2,2429.64134136008,6.47504876105967e-12
B,0.2,2497.98807877256,6.47507096183566e-12
B,0.2,2568.25743597069,6.47509442791298e-12
B,0.2,2640.50349698218,6.47511923132669e-12
B,0.2,2714.78186723907,6.47514544820507e-12
B,0.2,2791.14971637539,6.47517315899785e-12
B,0.2,2869.66582222879,6.47520244872441e-12
B,0.2,2950.39061607991,6.47523340722814e-12
B,0.2,3033.38622916434,6.47526612945083e-12
B,0.2,3118.71654049304,6.47530071572016e-12
B,0.2,3206.44722601789,6.47533727205252e-12
B,0.2,3296.64580918035,6.47537591047376e-12
B,0.2,3389.38171288204,6.47541674935796e-12
B,0.2,3484.72631291726,6.4754599137841e-12
B,0.2,3582.75299290863,6.47550553591341e-12
B,0.2,3683.53720078807,6.47555375538555e-12
B,0.2,3787.15650686657,6.47560471974131e-12
B,0.2,3893.69066353757,6.47565858486123e-12
B,0.2,4003.22166665972,6.47571551543635e-12
B,0.2,4115.83381866648,6.47577568545884e-12
B,0.2,4231.61379345088,6.47583927874218e-12
B,0.2,4350.65070307563,6.47590648947003e-12
B,0.2,4473.03616635972,6.47597752277206e-12
B,0.2,4598.86437939448,6.47605259533531e-12
B,0.2,4728.2321880432,6.47613193604454e-12
B,0.2,4861.23916248023,6.47621578666045e-12
B,0.2,4997.98767382689,6.47630440253235e-12
B,0.2,5138.5829729432,6.47639805334872e-12
B,0.2,5283.13327143598,6.4764970239294e-12
B,0.2,5431.74982494583,6.47660161505961e-12
B,0.2,5584.54701877694,6.476712144366e-12
B,0.2,5741.64245593572,6.47682894724057e-12
B,0.2,5903.15704764599,6.47695237781507e-12
B,0.2,6069.21510641044,6.47708280998014e-12
B,0.2,6239.94444168982,6.47722063846373e-12
B,0.2,6415.47645827376,6.47736627995975e-12
B,0.2,6595.94625741874,6.47752017432002e-12
B,0.2,6781.4927408311,6.47768278579977e-12
B,0.2,6972.25871757512,6.47785460437112e-12
B,0.2,7168.39101398857,6.47803614710243e-12
B,0.2,7370.04058669003,6.47822795959967e-12
B,0.2,7577.36263876536,6.47843061752786e-12
B,0.2,7790.5167392224,6.47864472819752e-12
B,0.2,8009.66694580603,6.47887093223136e-12
B,0.2,8234.98193126803,6.47910990531194e-12
B,0.2,8466.63511318904,6.47936236000487e-12
B,0.2,8704.80478745237,6.47962904767396e-12
B,0.2,8949.67426547247,6.47991076047447e-12
B,0.2,9201.43201528384,6.480208333443e-12
B,0.2,9460.27180659862,6.48052264667542e-12
B,0.2,9726.39285994485,6.48085462759563e-12
B,0.2,10000,6.48120525332567e-12
B,0.2,10281.3038132378,6.48157555314426e-12
B,0.2,10570.5208100098,6.48196661105292e-12
B,0.2,10867.8735911864,6.48237956843161e-12
B,0.2,11173.5910194851,6.48281562679775e-12
B,0.2,11487.9083956192,6.48327605066307e-12
B,0.2,11811.0676394006,6.48376217048839e-12
B,0.2,12143.3174759379,6.48427538573053e-12
B,0.2,12484.9136270718,6.48481716798642e-12
B,0.2,12836.1190081958,6.48538906422421e-12
B,0.2,13197.2039306137,6.48599270009631e-12
B,0.2,13568.4463095896,6.48662978333506e-12
B,0.2,13950.1318782496,6.48730210721336e-12
B,0.2,14342.5544075018,6.48801155406694e-12
B,0.2,14746.0159321419,6.48876009886468e-12
B,0.2,15160.8269833196,6.48954981281632e-12
B,0.2,15587.3068275442,6.49038286699036e-12
B,0.2,16025.7837124138,6.49126153593783e-12
B,0.2,16476.5951192565,6.49218820128943e-12
B,0.2,16940.0880228787,6.49316535529882e-12
B,0.2,17416.6191586207,6.49419560430917e-12
B,0.2,17906.5552969238,6.49528167210145e-12
B,0.2,18410.2735256216,6.49642640308901e-12
B,0.2,18928.1615401724,6.49763276531035e-12
B,0.2,19460.6179420556,6.49890385316967e-12
B,0.2,20008.0525455621,6.50024288986912e-12
B,0.2,20570.886693215,6.50165322945997e-12
B,0.2,21149.5535800634,6.50313835845207e-12
B,0.2,21744.4985870983,6.50470189688177e-12
B,0.2,22356.1796240478,6.50634759876312e-12
B,0.2,22985.0674818152,6.50807935180244e-12
B,0.2,23631.6461948315,6.50990117627495e-12
B,0.2,24296.4134136007,6.51181722292582e-12
B,0.2,24979.8807877256,6.5138317697596e-12
B,0.2,25682.5743597069,6.51594921755962e-12
B,0.2,26405.0349698218,6.51817408396492e-12
B,0.2,27147.8186723907,6.52051099591382e-12
B,0.2,27911.4971637539,6.5229646802502e-12
B,0.2,28696.6582222879,6.52553995226311e-12
B,0.2,29503.9061607991,6.52824170191227e-12
B,0.2,30333.8622916434,6.53107487747083e-12
B,0.2,31187.1654049304,6.5340444662977e-12
B,0.2,32064.4722601789,6.53715547242033e-12
B,0.2,32966.4580918035,6.54041289059752e-12
B,0.2,33893.8171288203,6.54382167649727e-12
B,0.2,34847.2631291726,6.54738671260521e-12
B,0.2,35827.5299290863,6.55111276946162e-12
B,0.2,36835.3720078807,6.55500446179091e-12
B,0.2,37871.5650686657,6.55906619907739e-12
B,0.2,38936.9066353757,6.56330213012139e-12
B,0.2,40032.2166665973,6.56771608108573e-12
B,0.2,41158.3381866649,6.57231148654475e-12
B,0.2,42316.1379345088,6.57709131302991e-12
B,0.2,43506.5070307563,6.5820579745756e-12
B,0.2,44730.3616635972,6.58721323976945e-12
B,0.2,45988.6437939448,6.59255812983361e-12
B,0.2,47282.3218804319,6.59809280729045e-12
B,0.2,48612.3916248023,6.60381645480653e-12
B,0.2,49979.8767382689,6.60972714386749e-12
B,0.2,51385.829729432,6.61582169300888e-12
B,0.2,52831.3327143598,6.62209551541965e-12
B,0.2,54317.4982494583,6.62854245585433e-12
B,0.2,55845.4701877694,6.63515461692683e-12
B,0.2,57416.4245593571,6.64192217502191e-12
B,0.2,59031.5704764599,6.64883318626139e-12
B,0.2,60692.1510641044,6.6558733831834e-12
