Time (s)	Position(Linear:Position) (mm)	Force(Linear:Load) (N)	Displacement(Linear:Digitale Position) (mm)	Strain	Z	PHASE	CP	RP
0.000000E+0	-2.542348E+1	2.372800E+0	-2.542348E+1	0.000000E+0	2.865310E+5	-8.909000E+1	5.553840E-11	1.804430E+7
1.000000E-2	-2.542348E+1	2.185050E+0	-2.542347E+1	6.386212E-8	2.865473E+5	-8.908924E+1	5.553525E-11	1.803291E+7
2.000000E-2	-2.542352E+1	2.265614E+0	-2.542351E+1	-3.367016E-7	2.865636E+5	-8.908848E+1	5.553210E-11	1.802153E+7
3.000000E-2	-2.542353E+1	2.290723E+0	-2.542353E+1	-5.274327E-7	2.865724E+5	-8.908942E+1	5.553041E-11	1.804205E+7
4.000000E-2	-2.542355E+1	2.356763E+0	-2.542354E+1	-7.110363E-7	2.865682E+5	-8.909331E+1	5.553127E-11	1.811800E+7
5.000000E-2	-2.542356E+1	2.252669E+0	-2.542355E+1	-7.982765E-7	2.865639E+5	-8.909720E+1	5.553212E-11	1.819394E+7
6.000000E-2	-2.542356E+1	2.141278E+0	-2.542355E+1	-7.366952E-7	2.865764E+5	-8.909362E+1	5.552967E-11	1.812323E+7
7.000000E-2	-2.542357E+1	2.434845E+0	-2.542356E+1	-8.495943E-7	2.865934E+5	-8.908810E+1	5.552636E-11	1.801443E+7
8.000000E-2	-2.542357E+1	2.276357E+0	-2.542356E+1	-8.743979E-7	2.866073E+5	-8.908327E+1	5.552364E-11	1.791873E+7
9.000000E-2	-2.542358E+1	2.209432E+0	-2.542358E+1	-1.034338E-6	2.865845E+5	-8.908687E+1	5.552807E-11	1.798223E+7
1.000000E-1	-2.542359E+1	2.251714E+0	-2.542359E+1	-1.130702E-6	2.865617E+5	-8.909047E+1	5.553251E-11	1.804573E+7
1.100000E-1	-2.542362E+1	2.372656E+0	-2.542362E+1	-1.446306E-6	2.865485E+5	-8.909013E+1	5.553508E-11	1.803704E+7
1.200000E-1	-2.542363E+1	2.454072E+0	-2.542362E+1	-1.496483E-6	2.865424E+5	-8.908688E+1	5.553625E-11	1.797469E+7
1.300000E-1	-2.542363E+1	2.221824E+0	-2.542362E+1	-1.466548E-6	2.865392E+5	-8.908445E+1	5.553688E-11	1.792878E+7
1.400000E-1	-2.542364E+1	2.133446E+0	-2.542363E+1	-1.593987E-6	2.865584E+5	-8.908847E+1	5.553315E-11	1.801160E+7
1.500000E-1	-2.542364E+1	2.447432E+0	-2.542363E+1	-1.611378E-6	2.865777E+5	-8.909248E+1	5.552941E-11	1.809443E+7
1.600000E-1	-2.542364E+1	2.313564E+0	-2.542364E+1	-1.634756E-6	2.865793E+5	-8.909281E+1	5.552907E-11	1.810272E+7
1.700000E-1	-2.542367E+1	2.306611E+0	-2.542367E+1	-1.944944E-6	2.865701E+5	-8.909089E+1	5.553080E-11	1.806556E+7
1.800000E-1	-2.542366E+1	2.180380E+0	-2.542366E+1	-1.843448E-6	2.865612E+5	-8.908899E+1	5.553246E-11	1.802878E+7
1.900000E-1	-2.542366E+1	2.399101E+0	-2.542366E+1	-1.841168E-6	2.865730E+5	-8.908820E+1	5.553019E-11	1.801504E+7
2.000000E-1	-2.542367E+1	2.486994E+0	-2.542367E+1	-1.949505E-6	2.865847E+5	-8.908742E+1	5.552791E-11	1.800130E+7
2.100000E-1	-2.542368E+1	2.212338E+0	-2.542367E+1	-1.996832E-6	2.865899E+5	-8.909093E+1	5.552700E-11	1.807037E+7
2.200000E-1	-2.542369E+1	2.264846E+0	-2.542368E+1	-2.136245E-6	2.865875E+5	-8.909932E+1	5.552764E-11	1.823326E+7
2.300000E-1	-2.542369E+1	2.375632E+0	-2.542368E+1	-2.127122E-6	2.865851E+5	-8.910770E+1	5.552828E-11	1.839615E+7
2.400000E-1	-2.542371E+1	2.429583E+0	-2.542371E+1	-2.355486E-6	2.865784E+5	-8.909904E+1	5.552943E-11	1.822549E+7
2.500000E-1	-2.542371E+1	2.331897E+0	-2.542370E+1	-2.270241E-6	2.865715E+5	-8.908975E+1	5.553060E-11	1.804262E+7
2.600000E-1	-2.542372E+1	2.218145E+0	-2.542371E+1	-2.379149E-6	2.865715E+5	-8.908664E+1	5.553054E-11	1.797970E+7
2.700000E-1	-2.542372E+1	2.384260E+0	-2.542371E+1	-2.433033E-6	2.865786E+5	-8.909001E+1	5.552920E-11	1.804262E+7
2.800000E-1	-2.542374E+1	2.400749E+0	-2.542373E+1	-2.620343E-6	2.865857E+5	-8.909338E+1	5.552785E-11	1.810554E+7
2.900000E-1	-2.542373E+1	2.167346E+0	-2.542373E+1	-2.565319E-6	2.865742E+5	-8.909531E+1	5.553013E-11	1.814781E+7
3.000000E-1	-2.542374E+1	2.354155E+0	-2.542373E+1	-2.649138E-6	2.865585E+5	-8.909692E+1	5.553323E-11	1.818543E+7
3.100000E-1	-2.542374E+1	2.259579E+0	-2.542373E+1	-2.612930E-6	2.865517E+5	-8.909613E+1	5.553454E-11	1.817331E+7
3.200000E-1	-2.542374E+1	2.471521E+0	-2.542373E+1	-2.648567E-6	2.865631E+5	-8.909046E+1	5.553223E-11	1.806072E+7
3.300000E-1	-2.542374E+1	2.261014E+0	-2.542373E+1	-2.629181E-6	2.865744E+5	-8.908480E+1	5.552993E-11	1.794812E+7
3.400000E-1	-2.542374E+1	2.287775E+0	-2.542373E+1	-2.650563E-6	2.865787E+5	-8.908639E+1	5.552909E-11	1.798034E+7
3.500000E-1	-2.542375E+1	2.380959E+0	-2.542374E+1	-2.697034E-6	2.865819E+5	-8.908917E+1	5.552849E-11	1.803641E+7
3.600000E-1	-2.542375E+1	2.399995E+0	-2.542374E+1	-2.718417E-6	2.865764E+5	-8.909185E+1	5.552960E-11	1.808939E+7
3.700000E-1	-2.542375E+1	2.398309E+0	-2.542374E+1	-2.712715E-6	2.865541E+5	-8.909432E+1	5.553397E-11	1.813647E+7
3.800000E-1	-2.542375E+1	2.313405E+0	-2.542374E+1	-2.672516E-6	2.865319E+5	-8.909679E+1	5.553833E-11	1.818356E+7
3.900000E-1	-2.542375E+1	2.247305E+0	-2.542374E+1	-2.684775E-6	2.865538E+5	-8.909590E+1	5.553409E-11	1.816381E+7
4.000000E-1	-2.542375E+1	2.438892E+0	-2.542374E+1	-2.745786E-6	2.865798E+5	-8.909470E+1	5.552905E-11	1.813796E+7
4.100000E-1	-2.542375E+1	2.278918E+0	-2.542374E+1	-2.718417E-6	2.865911E+5	-8.909383E+1	5.552685E-11	1.812101E+7
4.200000E-1	-2.542376E+1	2.323645E+0	-2.542375E+1	-2.791402E-6	2.865818E+5	-8.909343E+1	5.552868E-11	1.811667E+7
4.300000E-1	-2.542377E+1	2.160408E+0	-2.542376E+1	-2.898599E-6	2.865725E+5	-8.909302E+1	5.553050E-11	1.811234E+7
4.400000E-1	-2.542376E+1	2.419474E+0	-2.542375E+1	-2.839584E-6	2.865617E+5	-8.909338E+1	5.553258E-11	1.811484E+7
4.500000E-1	-2.542377E+1	2.371813E+0	-2.542376E+1	-2.948776E-6	2.865508E+5	-8.909378E+1	5.553468E-11	1.811774E+7
4.600000E-1	-2.542379E+1	2.216315E+0	-2.542378E+1	-3.114704E-6	2.865384E+5	-8.909121E+1	5.553706E-11	1.806367E+7
4.700000E-1	-2.542379E+1	2.215565E+0	-2.542378E+1	-3.088190E-6	2.865241E+5	-8.908519E+1	5.553976E-11	1.794381E+7
4.800000E-1	-2.542379E+1	2.442473E+0	-2.542378E+1	-3.116985E-6	2.865098E+5	-8.907917E+1	5.554247E-11	1.782395E+7
4.900000E-1	-2.542380E+1	2.345364E+0	-2.542379E+1	-3.195387E-6	2.865095E+5	-8.908659E+1	5.554260E-11	1.797019E+7
5.000000E-1	-2.542381E+1	2.295622E+0	-2.542380E+1	-3.308001E-6	2.865125E+5	-8.909727E+1	5.554211E-11	1.818083E+7
5.100000E-1	-2.542380E+1	2.152645E+0	-2.542379E+1	-3.218195E-6	2.865202E+5	-8.910462E+1	5.554067E-11	1.832586E+7
5.200000E-1	-2.542380E+1	2.419539E+0	-2.542379E+1	-3.259534E-6	2.865491E+5	-8.909700E+1	5.553502E-11	1.817533E+7
5.300000E-1	-2.542380E+1	2.372051E+0	-2.542379E+1	-3.261530E-6	2.865780E+5	-8.908938E+1	5.552937E-11	1.802479E+7
5.400000E-1	-2.542381E+1	2.199402E+0	-2.542380E+1	-3.345349E-6	2.865733E+5	-8.908837E+1	5.553028E-11	1.800749E+7
5.500000E-1	-2.542380E+1	2.187630E+0	-2.542380E+1	-3.264951E-6	2.865534E+5	-8.909036E+1	5.553419E-11	1.805067E+7
5.600000E-1	-2.542382E+1	2.392530E+0	-2.542381E+1	-3.434585E-6	2.865401E+5	-8.909122E+1	5.553679E-11	1.807091E+7
5.700000E-1	-2.542382E+1	2.378039E+0	-2.542381E+1	-3.430878E-6	2.865576E+5	-8.908684E+1	5.553332E-11	1.798450E+7
5.800000E-1	-2.542382E+1	2.245130E+0	-2.542382E+1	-3.484762E-6	2.865751E+5	-8.908246E+1	5.552986E-11	1.789810E+7
5.900000E-1	-2.542382E+1	2.219677E+0	-2.542382E+1	-3.474784E-6	2.865712E+5	-8.908275E+1	5.553058E-11	1.790225E+7
6.000000E-1	-2.542383E+1	2.501062E+0	-2.542382E+1	-3.553471E-6	2.865566E+5	-8.908539E+1	5.553340E-11	1.795191E+7
6.100000E-1	-2.542383E+1	2.389005E+0	-2.542382E+1	-3.531803E-6	2.865421E+5	-8.908800E+1	5.553618E-11	1.800125E+7
6.200000E-1	-2.542383E+1	2.301675E+0	-2.542382E+1	-3.503293E-6	2.865554E+5	-8.908838E+1	5.553360E-11	1.800868E+7
6.300000E-1	-2.542383E+1	2.289368E+0	-2.542382E+1	-3.526101E-6	2.865686E+5	-8.908876E+1	5.553103E-11	1.801611E+7
6.400000E-1	-2.542384E+1	2.283491E+0	-2.542383E+1	-3.609635E-6	2.865755E+5	-8.908811E+1	5.552968E-11	1.800347E+7
6.500000E-1	-2.542386E+1	2.444349E+0	-2.542385E+1	-3.808064E-6	2.865715E+5	-8.908571E+1	5.553044E-11	1.795655E+7
6.600000E-1	-2.542384E+1	2.270122E+0	-2.542383E+1	-3.666655E-6	2.865675E+5	-8.908331E+1	5.553120E-11	1.790962E+7
6.700000E-1	-2.542384E+1	2.274537E+0	-2.542384E+1	-3.673497E-6	2.865713E+5	-8.908192E+1	5.553051E-11	1.788469E+7
6.800000E-1	-2.542386E+1	2.300977E+0	-2.542385E+1	-3.816617E-6	2.865763E+5	-8.908067E+1	5.552959E-11	1.786305E+7
6.900000E-1	-2.542386E+1	2.360465E+0	-2.542385E+1	-3.813481E-6	2.865725E+5	-8.908122E+1	5.553034E-11	1.787319E+7
7.000000E-1	-2.542387E+1	2.350784E+0	-2.542386E+1	-3.905283E-6	2.865585E+5	-8.908387E+1	5.553303E-11	1.792041E+7
7.100000E-1	-2.542387E+1	2.151667E+0	-2.542386E+1	-3.945482E-6	2.865445E+5	-8.908652E+1	5.553571E-11	1.796764E+7
7.200000E-1	-2.542387E+1	2.335319E+0	-2.542386E+1	-3.976842E-6	2.865613E+5	-8.908497E+1	5.553248E-11	1.794242E+7
7.300000E-1	-2.542388E+1	2.435939E+0	-2.542387E+1	-4.037854E-6	2.865849E+5	-8.908249E+1	5.552793E-11	1.790115E+7
7.400000E-1	-2.542388E+1	2.283966E+0	-2.542387E+1	-4.002501E-6	2.865983E+5	-8.908056E+1	5.552532E-11	1.786698E+7
7.500000E-1	-2.542388E+1	2.290392E+0	-2.542387E+1	-4.030441E-6	2.865964E+5	-8.907945E+1	5.552561E-11	1.784343E+7
7.600000E-1	-2.542388E+1	2.127173E+0	-2.542387E+1	-4.075772E-6	2.865946E+5	-8.907834E+1	5.552591E-11	1.781989E+7
7.700000E-1	-2.542388E+1	2.485695E+0	-2.542387E+1	-3.999080E-6	2.865953E+5	-8.908010E+1	5.552579E-11	1.785319E+7
7.800000E-1	-2.542388E+1	2.257084E+0	-2.542387E+1	-4.068359E-6	2.865972E+5	-8.908312E+1	5.552549E-11	1.791148E+7
7.900000E-1	-2.542388E+1	2.309345E+0	-2.542388E+1	-4.085750E-6	2.865998E+5	-8.908602E+1	5.552505E-11	1.796729E+7
8.000000E-1	-2.542389E+1	2.197865E+0	-2.542388E+1	-4.180118E-6	2.866167E+5	-8.908644E+1	5.552179E-11	1.797337E+7
8.100000E-1	-2.542389E+1	2.403930E+0	-2.542388E+1	-4.181828E-6	2.866336E+5	-8.908686E+1	5.551854E-11	1.797945E+7
8.200000E-1	-2.542389E+1	2.379529E+0	-2.542388E+1	-4.182684E-6	2.866036E+5	-8.908784E+1	5.552436E-11	1.799999E+7
8.300000E-1	-2.542389E+1	2.320316E+0	-2.542388E+1	-4.107133E-6	2.865514E+5	-8.908909E+1	5.553447E-11	1.802738E+7
8.400000E-1	-2.542390E+1	2.115057E+0	-2.542389E+1	-4.209198E-6	2.865220E+5	-8.909077E+1	5.554017E-11	1.806359E+7
8.500000E-1	-2.542390E+1	2.470082E+0	-2.542389E+1	-4.257950E-6	2.865561E+5	-8.909368E+1	5.553364E-11	1.812428E+7
8.600000E-1	-2.542390E+1	2.124268E+0	-2.542389E+1	-4.275626E-6	2.865902E+5	-8.909659E+1	5.552712E-11	1.818497E+7
8.700000E-1	-2.542391E+1	2.318886E+0	-2.542390E+1	-4.332646E-6	2.865913E+5	-8.909499E+1	5.552684E-11	1.814699E+7
8.800000E-1	-2.542391E+1	2.107001E+0	-2.542390E+1	-4.369994E-6	2.865870E+5	-8.909265E+1	5.552758E-11	1.809286E+7
8.900000E-1	-2.542392E+1	2.414342E+0	-2.542391E+1	-4.447826E-6	2.865833E+5	-8.909235E+1	5.552828E-11	1.808307E+7
9.000000E-1	-2.542392E+1	2.367492E+0	-2.542391E+1	-4.407056E-6	2.865808E+5	-8.909689E+1	5.552890E-11	1.817835E+7
9.100000E-1	-2.542393E+1	2.269796E+0	-2.542392E+1	-4.535636E-6	2.865783E+5	-8.910143E+1	5.552952E-11	1.827362E+7
9.200000E-1	-2.542394E+1	2.123858E+0	-2.542393E+1	-4.665356E-6	2.865876E+5	-8.909483E+1	5.552762E-11	1.814502E+7
9.300000E-1	-2.542394E+1	2.427245E+0	-2.542394E+1	-4.700423E-6	2.865985E+5	-8.908664E+1	5.552536E-11	1.798453E+7
9.400000E-1	-2.542395E+1	2.330877E+0	-2.542395E+1	-4.814177E-6	2.866072E+5	-8.908244E+1	5.552358E-11	1.790085E+7
9.500000E-1	-2.542396E+1	2.418919E+0	-2.542395E+1	-4.879465E-6	2.866111E+5	-8.908707E+1	5.552289E-11	1.798659E+7
9.600000E-1	-2.542396E+1	2.071005E+0	-2.542396E+1	-4.897996E-6	2.866149E+5	-8.909169E+1	5.552220E-11	1.807233E+7
9.700000E-1	-2.542396E+1	2.468736E+0	-2.542396E+1	-4.915102E-6	2.866096E+5	-8.909106E+1	5.552319E-11	1.806330E+7
9.800000E-1	-2.542397E+1	2.370477E+0	-2.542396E+1	-4.952165E-6	2.866008E+5	-8.908836E+1	5.552485E-11	1.801686E+7
9.900000E-1	-2.542397E+1	2.258462E+0	-2.542396E+1	-4.989228E-6	2.865949E+5	-8.908678E+1	5.552595E-11	1.799131E+7
1.000000E+0	-2.542398E+1	2.227346E+0	-2.542397E+1	-5.031423E-6	2.866104E+5	-8.909305E+1	5.552310E-11	1.811266E+7
1.010000E+0	-2.542398E+1	2.334332E+0	-2.542397E+1	-5.062498E-6	2.866259E+5	-8.909932E+1	5.552026E-11	1.823402E+7
1.020000E+0	-2.542399E+1	2.431758E+0	-2.542398E+1	-5.147173E-6	2.866206E+5	-8.909587E+1	5.552122E-11	1.816192E+7
1.030000E+0	-2.542398E+1	2.343860E+0	-2.542397E+1	-5.096995E-6	2.866079E+5	-8.908887E+1	5.552357E-11	1.801911E+7
1.040000E+0	-2.542399E+1	2.087466E+0	-2.542398E+1	-5.138620E-6	2.865906E+5	-8.908548E+1	5.552684E-11	1.795000E+7
1.050000E+0	-2.542399E+1	2.348237E+0	-2.542399E+1	-5.206188E-6	2.865631E+5	-8.909034E+1	5.553223E-11	1.804860E+7
1.060000E+0	-2.542400E+1	2.318225E+0	-2.542399E+1	-5.230992E-6	2.865355E+5	-8.909520E+1	5.553762E-11	1.814721E+7
1.070000E+0	-2.542399E+1	2.360069E+0	-2.542398E+1	-5.128356E-6	2.865461E+5	-8.909098E+1	5.553556E-11	1.806224E+7
1.080000E+0	-2.542400E+1	2.204957E+0	-2.542399E+1	-5.275752E-6	2.865641E+5	-8.908497E+1	5.553203E-11	1.794121E+7
1.090000E+0	-2.542400E+1	2.221931E+0	-2.542399E+1	-5.293428E-6	2.865756E+5	-8.908364E+1	5.552981E-11	1.791524E+7
1.100000E+0	-2.542401E+1	2.440410E+0	-2.542400E+1	-5.339614E-6	2.865744E+5	-8.909145E+1	5.553012E-11	1.807536E+7
1.110000E+0	-2.542399E+1	2.294644E+0	-2.542398E+1	-5.167700E-6	2.865733E+5	-8.909925E+1	5.553043E-11	1.823547E+7
1.120000E+0	-2.542400E+1	2.215910E+0	-2.542399E+1	-5.271191E-6	2.865758E+5	-8.909286E+1	5.552984E-11	1.811047E+7
1.130000E+0	-2.542401E+1	2.276078E+0	-2.542400E+1	-5.369550E-6	2.865794E+5	-8.908238E+1	5.552900E-11	1.790327E+7
1.140000E+0	-2.542402E+1	2.367902E+0	-2.542401E+1	-5.431416E-6	2.865785E+5	-8.907692E+1	5.552910E-11	1.779408E+7
1.150000E+0	-2.542401E+1	2.407772E+0	-2.542401E+1	-5.419727E-6	2.865667E+5	-8.908342E+1	5.553145E-11	1.791799E+7
1.160000E+0	-2.542402E+1	2.117972E+0	-2.542401E+1	-5.429135E-6	2.865550E+5	-8.908992E+1	5.553381E-11	1.804191E+7
1.170000E+0	-2.542402E+1	2.209540E+0	-2.542401E+1	-5.428850E-6	2.865914E+5	-8.909100E+1	5.552673E-11	1.806586E+7
1.180000E+0	-2.542402E+1	2.326886E+0	-2.542401E+1	-5.445386E-6	2.866375E+5	-8.909100E+1	5.551775E-11	1.806977E+7
1.190000E+0	-2.542401E+1	2.365042E+0	-2.542400E+1	-5.404332E-6	2.866623E+5	-8.909163E+1	5.551295E-11	1.808532E+7
1.200000E+0	-2.542401E+1	2.322942E+0	-2.542400E+1	-5.399770E-6	2.866557E+5	-8.909318E+1	5.551431E-11	1.811808E+7
1.210000E+0	-2.542402E+1	2.085413E+0	-2.542401E+1	-5.489576E-6	2.866491E+5	-8.909473E+1	5.551567E-11	1.815084E+7
1.220000E+0	-2.542402E+1	2.498711E+0	-2.542401E+1	-5.465343E-6	2.866252E+5	-8.909566E+1	5.552033E-11	1.816467E+7
1.230000E+0	-2.542403E+1	2.306541E+0	-2.542402E+1	-5.581948E-6	2.865976E+5	-8.909646E+1	5.552569E-11	1.817455E+7
1.240000E+0	-2.542403E+1	2.198881E+0	-2.542402E+1	-5.563417E-6	2.865782E+5	-8.909610E+1	5.552943E-11	1.816322E+7
1.250000E+0	-2.542402E+1	2.222057E+0	-2.542402E+1	-5.516946E-6	2.865759E+5	-8.909334E+1	5.552982E-11	1.810807E+7
1.260000E+0	-2.542403E+1	2.349648E+0	-2.542403E+1	-5.626709E-6	2.865735E+5	-8.909058E+1	5.553022E-11	1.805293E+7
1.270000E+0	-2.542404E+1	2.357485E+0	-2.542403E+1	-5.672325E-6	2.865906E+5	-8.909224E+1	5.552690E-11	1.808538E+7
1.280000E+0	-2.542405E+1	2.220720E+0	-2.542404E+1	-5.757854E-6	2.866129E+5	-8.909508E+1	5.552261E-11	1.814099E+7
1.290000E+0	-2.542404E+1	2.122396E+0	-2.542403E+1	-5.697698E-6	2.866209E+5	-8.909625E+1	5.552107E-11	1.816526E+7
1.300000E+0	-2.542405E+1	2.474627E+0	-2.542404E+1	-5.780377E-6	2.865988E+5	-8.909392E+1	5.552534E-11	1.812350E+7
1.310000E+0	-2.542405E+1	2.261088E+0	-2.542404E+1	-5.772394E-6	2.865767E+5	-8.909160E+1	5.552960E-11	1.808174E+7
1.320000E+0	-2.542406E+1	2.383222E+0	-2.542405E+1	-5.849371E-6	2.865590E+5	-8.909043E+1	5.553302E-11	1.805951E+7
1.330000E+0	-2.542405E+1	2.162759E+0	-2.542404E+1	-5.788930E-6	2.865428E+5	-8.908966E+1	5.553615E-11	1.804404E+7
1.340000E+0	-2.542404E+1	2.403720E+0	-2.542404E+1	-5.717085E-6	2.865335E+5	-8.908872E+1	5.553793E-11	1.802471E+7
1.350000E+0	-2.542405E+1	2.435092E+0	-2.542404E+1	-5.770399E-6	2.865632E+5	-8.908683E+1	5.553213E-11	1.798353E+7
1.360000E+0	-2.542405E+1	2.206191E+0	-2.542404E+1	-5.760705E-6	2.865930E+5	-8.908495E+1	5.552633E-11	1.794236E+7
1.370000E+0	-2.542404E+1	2.217782E+0	-2.542403E+1	-5.702260E-6	2.865990E+5	-8.908695E+1	5.552521E-11	1.798012E+7
1.380000E+0	-2.542404E+1	2.391003E+0	-2.542404E+1	-5.724498E-6	2.865807E+5	-8.909289E+1	5.552885E-11	1.809815E+7
1.390000E+0	-2.542406E+1	2.397229E+0	-2.542405E+1	-5.855643E-6	2.865625E+5	-8.909883E+1	5.553249E-11	1.821618E+7
1.400000E+0	-2.542407E+1	2.441686E+0	-2.542406E+1	-5.937181E-6	2.865632E+5	-8.909979E+1	5.553236E-11	1.823525E+7
1.410000E+0	-2.542406E+1	2.206364E+0	-2.542405E+1	-5.837112E-6	2.865644E+5	-8.910060E+1	5.553212E-11	1.825137E+7
1.420000E+0	-2.542407E+1	2.296851E+0	-2.542406E+1	-5.948870E-6	2.865772E+5	-8.909914E+1	5.552961E-11	1.822267E+7
1.430000E+0	-2.542407E+1	2.353112E+0	-2.542406E+1	-5.978806E-6	2.866011E+5	-8.909550E+1	5.552490E-11	1.815061E+7
1.440000E+0	-2.542407E+1	2.350644E+0	-2.542406E+1	-5.999618E-6	2.866230E+5	-8.909190E+1	5.552060E-11	1.807965E+7
1.450000E+0	-2.542407E+1	2.259156E+0	-2.542407E+1	-6.023566E-6	2.865987E+5	-8.908951E+1	5.552534E-11	1.803346E+7
1.460000E+0	-2.542408E+1	2.215793E+0	-2.542407E+1	-6.082867E-6	2.865744E+5	-8.908712E+1	5.553008E-11	1.798727E+7
1.470000E+0	-2.542411E+1	2.390728E+0	-2.542410E+1	-6.407879E-6	2.865664E+5	-8.908537E+1	5.553160E-11	1.795423E+7
1.480000E+0	-2.542414E+1	2.356092E+0	-2.542413E+1	-6.657056E-6	2.865728E+5	-8.908417E+1	5.553029E-11	1.793280E+7
1.490000E+0	-2.542415E+1	2.172636E+0	-2.542414E+1	-6.827545E-6	2.865793E+5	-8.908309E+1	5.552894E-11	1.791341E+7
1.500000E+0	-2.542414E+1	2.367003E+0	-2.542413E+1	-6.667604E-6	2.865950E+5	-8.908728E+1	5.552596E-11	1.799299E+7
1.510000E+0	-2.542414E+1	2.292055E+0	-2.542413E+1	-6.666749E-6	2.866106E+5	-8.909148E+1	5.552299E-11	1.807257E+7
1.520000E+0	-2.542414E+1	2.432982E+0	-2.542413E+1	-6.710369E-6	2.866195E+5	-8.909276E+1	5.552128E-11	1.809565E+7
1.530000E+0	-2.542414E+1	2.234522E+0	-2.542413E+1	-6.698110E-6	2.866184E+5	-8.908966E+1	5.552147E-11	1.803406E+7
1.540000E+0	-2.542414E+1	2.189754E+0	-2.542413E+1	-6.680719E-6	2.866172E+5	-8.908655E+1	5.552167E-11	1.797247E+7
1.550000E+0	-2.542415E+1	2.444466E+0	-2.542414E+1	-6.761972E-6	2.866107E+5	-8.908500E+1	5.552290E-11	1.794155E+7
1.560000E+0	-2.542414E+1	2.292097E+0	-2.542414E+1	-6.739164E-6	2.866030E+5	-8.908378E+1	5.552436E-11	1.791729E+7
1.570000E+0	-2.542414E+1	2.324567E+0	-2.542413E+1	-6.681004E-6	2.865945E+5	-8.908395E+1	5.552600E-11	1.792080E+7
1.580000E+0	-2.542415E+1	2.158727E+0	-2.542414E+1	-6.770810E-6	2.865846E+5	-8.908660E+1	5.552797E-11	1.797421E+7
1.590000E+0	-2.542414E+1	2.372684E+0	-2.542413E+1	-6.728045E-6	2.865748E+5	-8.908925E+1	5.552994E-11	1.802762E+7
1.600000E+0	-2.542415E+1	2.432284E+0	-2.542414E+1	-6.820417E-6	2.865596E+5	-8.908972E+1	5.553289E-11	1.803848E+7
1.610000E+0	-2.542416E+1	2.153073E+0	-2.542415E+1	-6.903096E-6	2.865424E+5	-8.908933E+1	5.553622E-11	1.803260E+7
1.620000E+0	-2.542415E+1	2.230392E+0	-2.542414E+1	-6.789342E-6	2.865345E+5	-8.908846E+1	5.553774E-11	1.801713E+7
1.630000E+0	-2.542414E+1	2.404805E+0	-2.542413E+1	-6.726620E-6	2.865735E+5	-8.908521E+1	5.553014E-11	1.795332E+7
1.640000E+0	-2.542415E+1	2.293102E+0	-2.542414E+1	-6.829826E-6	2.866125E+5	-8.908196E+1	5.552254E-11	1.788951E+7
1.650000E+0	-2.542414E+1	2.391636E+0	-2.542413E+1	-6.676442E-6	2.866127E+5	-8.908342E+1	5.552253E-11	1.791772E+7
1.660000E+0	-2.542413E+1	2.091471E+0	-2.542413E+1	-6.643086E-6	2.865967E+5	-8.908685E+1	5.552570E-11	1.798441E+7
1.670000E+0	-2.542415E+1	2.334630E+0	-2.542414E+1	-6.809869E-6	2.865819E+5	-8.909025E+1	5.552863E-11	1.805069E+7
1.680000E+0	-2.542415E+1	2.382076E+0	-2.542414E+1	-6.823839E-6	2.865804E+5	-8.909322E+1	5.552896E-11	1.811264E+7
1.690000E+0	-2.542415E+1	2.262974E+0	-2.542414E+1	-6.822128E-6	2.865789E+5	-8.909619E+1	5.552930E-11	1.817458E+7
1.700000E+0	-2.542416E+1	2.269335E+0	-2.542415E+1	-6.908228E-6	2.865786E+5	-8.909602E+1	5.552933E-11	1.817036E+7
1.710000E+0	-2.542415E+1	2.325908E+0	-2.542415E+1	-6.838949E-6	2.865802E+5	-8.909094E+1	5.552890E-11	1.806245E+7
1.720000E+0	-2.542415E+1	2.416852E+0	-2.542414E+1	-6.810154E-6	2.865817E+5	-8.908586E+1	5.552847E-11	1.795453E+7
1.730000E+0	-2.542414E+1	2.251319E+0	-2.542413E+1	-6.728901E-6	2.865959E+5	-8.908209E+1	5.552572E-11	1.788502E+7
1.740000E+0	-2.542415E+1	2.074768E+0	-2.542414E+1	-6.826975E-6	2.866126E+5	-8.907859E+1	5.552249E-11	1.782331E+7
1.750000E+0	-2.542417E+1	2.381452E+0	-2.542416E+1	-6.979217E-6	2.866236E+5	-8.907639E+1	5.552037E-11	1.778506E+7
1.760000E+0	-2.542415E+1	2.304828E+0	-2.542415E+1	-6.840944E-6	2.866184E+5	-8.907790E+1	5.552143E-11	1.781325E+7
1.770000E+0	-2.542415E+1	2.258490E+0	-2.542415E+1	-6.851493E-6	2.866131E+5	-8.907940E+1	5.552248E-11	1.784145E+7
1.780000E+0	-2.542416E+1	2.158331E+0	-2.542415E+1	-6.923623E-6	2.866047E+5	-8.908193E+1	5.552413E-11	1.788877E+7
1.790000E+0	-2.542415E+1	2.329131E+0	-2.542415E+1	-6.847217E-6	2.865944E+5	-8.908511E+1	5.552616E-11	1.794859E+7
1.800000E+0	-2.542415E+1	2.464950E+0	-2.542414E+1	-6.799605E-6	2.865831E+5	-8.908821E+1	5.552837E-11	1.800734E+7
1.810000E+0	-2.542416E+1	2.199924E+0	-2.542415E+1	-6.937023E-6	2.865627E+5	-8.909053E+1	5.553238E-11	1.805550E+7
1.820000E+0	-2.542415E+1	2.257265E+0	-2.542415E+1	-6.840089E-6	2.865422E+5	-8.909284E+1	5.553640E-11	1.810367E+7
