sensor,strain,f,dCp
A,0.1,3787.15650686657,3.80469102965983e-12
A,0.1,3893.69066353757,3.80511716047356e-12
A,0.1,4003.22166665972,3.80556722330065e-12
A,0.1,4115.83381866648,3.80604253929424e-12
A,0.1,4231.61379345088,3.80654449985266e-12
A,0.1,4350.65070307563,3.80707457003494e-12
A,0.1,4473.03616635972,3.80763429210718e-12
A,0.1,4598.86437939448,3.80822528921219e-12
A,0.1,4728.2321880432,3.80884926916644e-12
A,0.1,4861.23916248023,3.80950802838404e-12
A,0.1,4997.98767382689,3.81020345591383e-12
A,0.1,5138.5829729432,3.81093753760208e-12
A,0.1,5283.13327143598,3.81171236035768e-12
A,0.1,5431.74982494583,3.81253011652412e-12
A,0.1,5584.54701877694,3.81339310834308e-12
A,0.1,5741.64245593572,3.81430375249646e-12
A,0.1,5903.15704764599,3.81526458472069e-12
A,0.1,6069.21510641044,3.81627826446415e-12
A,0.1,6239.94444168982,3.81734757958089e-12
A,0.1,6415.47645827376,3.81847545102103e-12
A,0.1,6595.94625741874,3.81966493751224e-12
A,0.1,6781.4927408311,3.82091924017294e-12
A,0.1,6972.25871757512,3.82224170704735e-12
A,0.1,7168.39101398857,3.82363583750202e-12
A,0.1,7370.04058669003,3.82510528644023e-12
A,0.1,7577.36263876536,3.82665386828779e-12
A,0.1,7790.5167392224,3.8282855606734e-12
A,0.1,8009.66694580603,3.83000450774699e-12
A,0.1,8234.98193126803,3.83181502305274e-12
A,0.1,8466.63511318904,3.83372159186163e-12
A,0.1,8704.80478745237,3.83572887287983e-12
A,0.1,8949.67426547247,3.83784169920662e-12
A,0.1,9201.43201528384,3.84006507842969e-12
A,0.1,9460.27180659862,3.84240419172266e-12
A,0.1,9726.39285994485,3.84486439178389e-12
A,0.1,10000,3.84745119946525e-12
A,0.1,10281.3038132378,3.85017029890133e-12
A,0.1,10570.5208100098,3.85302753093928e-12
A,0.1,10867.8735911864,3.85602888465657e-12
A,0.1,11173.5910194851,3.85918048672284e-12
A,0.1,11487.9083956192,3.86248858836133e-12
A,0.1,11811.0676394006,3.8659595496181e-12
A,0.1,12143.3174759379,3.86959982064738e-12
A,0.1,12484.9136270718,3.87341591969386e-12
A,0.1,12836.1190081958,3.87741440743056e-12
A,0.1,13197.2039306137,3.8816018572789e-12
A,0.1,13568.4463095896,3.88598482134463e-12
A,0.1,13950.1318782496,3.8905697915514e-12
A,0.1,14342.5544075018,3.89536315556098e-12
A,0.1,14746.0159321419,3.90037114704505e-12
A,0.1,15160.8269833196,3.90559978985718e-12
A,0.1,15587.3068275442,3.91105483566437e-12
A,0.1,16025.7837124138,3.9167416945735e-12
A,0.1,16476.5951192565,3.92266535831262e-12
A,0.1,16940.0880228787,3.92883031553525e-12
A,0.1,17416.6191586207,3.9352404588335e-12
A,0.1,17906.5552969238,3.94189898308595e-12
A,0.1,18410.2735256216,3.94880827482466e-12
A,0.1,18928.1615401724,3.95596979234517e-12
A,0.1,19460.6179420556,3.96338393638763e-12
A,0.1,20008.0525455621,3.97104991130384e-12
A,0.1,20570.886693215,3.97896557675019e-12
A,0.1,21149.5535800634,3.98712729009155e-12
A,0.1,21744.4985870983,3.99552973986587e-12
A,0.1,22356.1796240478,4.00416577086298e-12
A,0.1,22985.0674818152,4.01302620158433e-12
A,0.1,23631.6461948315,4.02209963511623e-12
A,0.1,24296.4134136007,4.03137226471359e-12
A,0.1,24979.8807877256,4.04082767571902e-12
A,0.1,25682.5743597069,4.05044664576017e-12
A,0.1,26405.0349698218,4.06020694554055e-12
A,0.1,27147.8186723907,4.07008314290723e-12
A,0.1,27911.4971637539,4.08004641327829e-12
A,0.1,28696.6582222879,4.09006435991016e-12
A,0.1,29503.9061607991,4.10010084786796e-12
A,0.1,30333.8622916434,4.11011585596241e-12
A,0.1,31187.1654049304,4.12006535125187e-12
A,0.1,32064.4722601789,4.12990119102555e-12
A,0.1,32966.4580918035,4.13957105743357e-12
A,0.1,33893.8171288203,4.14901843009961e-12
A,0.1,34847.2631291726,4.15818260213246e-12
A,0.1,35827.5299290863,4.16699874489936e-12
A,0.1,36835.3720078807,4.1753980267574e-12
A,0.1,37871.5650686657,4.18330779059876e-12
A,0.1,38936.9066353757,4.19065179456016e-12
A,0.1,40032.2166665973,4.19735051955708e-12
A,0.1,41158.3381866649,4.20332154641788e-12
A,0.1,42316.1379345088,4.20848000432409e-12
A,0.1,43506.5070307563,4.21273909097187e-12
A,0.1,44730.3616635972,4.21601066343943e-12
A,0.1,45988.6437939448,4.21820589711858e-12
A,0.1,47282.3218804319,4.21923600834133e-12
A,0.1,48612.3916248023,4.21901303449579e-12
A,0.1,49979.8767382689,4.21745066356292e-12
A,0.1,51385.829729432,4.21446510315032e-12
A,0.1,52831.3327143598,4.20997597733085e-12
A,0.1,54317.4982494583,4.20390723796746e-12
A,0.1,55845.4701877694,4.19618807580678e-12
A,0.1,57416.4245593571,4.1867538154981e-12
A,0.1,59031.5704764599,4.17554677793982e-12
A,0.1,60692.1510641044,4.16251709298225e-12
A,0.1,62399.4444168982,4.14762344562059e-12
A,0.1,64154.7645827376,4.13083373937319e-12
A,0.1,65959.4625741873,4.11212566159997e-12
A,0.1,67814.9274083109,4.09148713707067e-12
A,0.1,69722.5871757512,4.06891665807133e-12
A,0.1,71683.9101398857,4.04442348175458e-12
A,0.1,73700.4058669003,4.01802768816294e-12
A,0.1,75773.6263876537,3.98976009535533e-12
A,0.1,77905.1673922241,3.95966203120586e-12
A,0.1,80096.6694580602,3.9277849646444e-12
A,0.1,82349.8193126803,3.89419000225177e-12
A,0.1,84666.3511318904,3.85894725909739e-12
A,0.1,87048.0478745237,3.82213511542278e-12
A,0.1,89496.7426547248,3.78383937314031e-12
A,0.1,92014.3201528383,3.74415232806099e-12
A,0.1,94602.7180659861,3.70317177522164e-12
A,0.1,97263.9285994485,3.66099996565114e-12
A,0.1,100000,3.61774253333806e-12
A,0.1,102813.038132378,3.57350741109343e-12
A,0.1,105705.208100098,3.52840375343806e-12
A,0.1,108678.735911864,3.48254088364797e-12
A,0.1,111735.910194851,3.43602728071433e-12
A,0.1,114879.083956192,3.38896962028723e-12
A,0.1,118110.676394006,3.34147188175542e-12
A,0.1,121433.174759379,3.29363453153506e-12
A,0.1,124849.136270718,3.24555379048665e-12
A,0.1,128361.190081958,3.19732099121321e-12
A,0.1,131972.039306137,3.14902202888831e-12
A,0.1,135684.463095896,3.10073690726734e-12
A,0.1,139501.318782496,3.05253937970066e-12
A,0.1,143425.544075018,3.00449668332987e-12
A,0.1,147460.159321419,2.95666936322069e-12
A,0.1,151608.269833196,2.90911118200038e-12
A,0.1,155873.068275443,2.86186910960964e-12
A,0.1,160257.837124138,2.81498338705455e-12
A,0.1,164765.951192565,2.76848765754079e-12
A,0.1,169400.880228787,2.72240915806939e-12
A,0.1,174166.191586207,2.67676896445231e-12
A,0.1,179065.552969238,2.63158228274171e-12
A,0.1,184102.735256216,2.58685878023487e-12
A,0.1,189281.615401724,2.54260294948845e-12
A,0.1,194606.179420556,2.49881449913043e-12
A,0.1,200080.525455621,2.4554887656659e-12
A,0.1,205708.86693215,2.41261714091753e-12
A,0.1,211495.535800634,2.37018751019952e-12
A,0.1,217444.985870983,2.32818469677949e-12
A,0.1,223561.796240478,2.28659090862294e-12
A,0.1,229850.674818152,2.2453861838248e-12
A,0.1,236316.461948315,2.20454883150946e-12
A,0.1,242964.134136007,2.16405586531258e-12
A,0.1,249798.807877256,2.12388342684475e-12
A,0.1,256825.743597069,2.08400719677944e-12
A,0.1,264050.349698218,2.04440279140203e-12
A,0.1,271478.186723907,2.00504614261105e-12
A,0.1,279114.971637539,1.96591385948045e-12
A,0.1,286966.582222879,1.92698356957553e-12
A,0.1,295039.061607991,1.88823423828109e-12
A,0.1,303338.622916434,1.84964646444576e-12
A,0.1,311871.654049304,1.81120275069158e-12
A,0.1,320644.722601789,1.7728877467822e-12
A,0.1,329664.580918035,1.73468846450417e-12
A,0.1,338938.171288203,1.69659446259673e-12
A,0.1,348472.631291726,1.65859800037639e-12
A,0.1,358275.299290863,1.62069415885301e-12
A,0.1,368353.720078807,1.58288092832444e-12
A,0.1,378715.650686657,1.54515926167611e-12
A,0.1,389369.066353757,1.50753309289762e-12
A,0.1,400322.166665973,1.47000932066319e-12
A,0.1,411583.381866649,1.43259775719995e-12
A,0.1,423161.379345088,1.39531104308637e-12
A,0.1,435065.070307563,1.35816452906751e-12
A,0.1,447303.616635972,1.32117612644299e-12
A,0.1,459886.437939447,1.28436612805446e-12
A,0.1,472823.21880432,1.24775700236625e-12
A,0.1,486123.916248023,1.21137316357728e-12
A,0.1,499798.767382689,1.17524072110672e-12
A,0.1,513858.29729432,1.1393872121495e-12
A,0.1,528313.327143598,1.10384132128407e-12
A,0.1,543174.982494583,1.06863259132056e-12
A,0.1,558454.701877694,1.03379112969725e-12
A,0.1,574164.245593572,9.99347314754997e-13
A,0.1,590315.704764599,9.65331506145597e-13
A,0.1,606921.510641044,9.31773763456783e-13
A,0.1,623994.444168982,8.98703576871668e-13
A,0.1,641547.645827375,8.66149613329744e-13
A,0.1,659594.625741873,8.34139481232923e-13
A,0.1,678149.274083109,8.0269951625653e-13
A,0.1,697225.871757512,7.71854590298088e-13
A,0.1,716839.101398857,7.41627945044199e-13
A,0.1,737004.058669003,7.12041051074469e-13
A,0.1,757736.263876537,6.83113492870416e-13
A,0.1,779051.673922241,6.54862879571633e-13
A,0.1,800966.694580603,6.27304780837248e-13
A,0.1,823498.193126803,6.00452686739406e-13
A,0.1,846663.511318904,5.74317990246852e-13
A,0.1,870480.478745237,5.48909990558599e-13
A,0.1,894967.426547246,5.2423591532147e-13
A,0.1,920143.201528383,5.00300959613922e-13
A,0.1,946027.180659861,4.77108339498518e-13
A,0.1,972639.285994485,4.54659357931588e-13
A,0.1,1000000,4.32953480866029e-13
A,0.2,1000,7.59543049978683e-12
A,0.2,1028.13038132378,7.59549326499916e-12
A,0.2,1057.05208100098,7.59555960731707e-12
A,0.2,1086.78735911864,7.59562973037797e-12
A,0.2,1117.35910194851,7.59570384938691e-12
A,0.2,1148.79083956192,7.59578219176659e-12
A,0.2,1181.10676394006,7.59586499785072e-12
A,0.2,1214.33174759379,7.5959525216128e-12
A,0.2,1248.49136270718,7.59604503143298e-12
A,0.2,1283.61190081958,7.5961428109151e-12
A,0.2,1319.72039306138,7.59624615973966e-12
A,0.2,1356.84463095896,7.59635539457322e-12
A,0.2,1395.01318782496,7.59647085002274e-12
A,0.2,1434.25544075018,7.59659287964305e-12
A,0.2,1474.60159321419,7.59672185700287e-12
A,0.2,1516.08269833196,7.59685817680876e-12
A,0.2,1558.73068275443,7.59700225608945e-12
A,0.2,1602.57837124138,7.59715453544534e-12
A,0.2,1647.65951192565,7.59731548036977e-12
A,0.2,1694.00880228787,7.59748558263988e-12
A,0.2,1741.66191586207,7.59766536178155e-12
A,0.2,1790.65552969238,7.59785536662295e-12
A,0.2,1841.02735256216,7.59805617691798e-12
A,0.2,1892.81615401724,7.59826840507382e-12
A,0.2,1946.06179420556,7.59849269795767e-12
A,0.2,2000.80525455621,7.59872973881222e-12
A,0.2,2057.0886693215,7.59898024926448e-12
A,0.2,2114.95535800634,7.59924499145006e-12
A,0.2,2174.44985870983,7.59952477024315e-12
A,0.2,2235.61796240478,7.59982043561107e-12
A,0.2,2298.50674818152,7.60013288508951e-12
A,0.2,2363.16461948315,7.60046306638757e-12
A,0.2,2429.64134136008,7.60081198013079e-12
A,0.2,2497.98807877256,7.60118068274484e-12
A,0.2,2568.25743597069,7.60157028948971e-12
A,0.2,2640.50349698218,7.60198197764816e-12
A,0.2,2714.78186723907,7.60241698987898e-12
A,0.2,2791.14971637539,7.60287663773297e-12
A,0.2,2869.66582222879,7.60336230535731e-12
A,0.2,2950.39061607991,7.6038754533733e-12
A,0.2,3033.38622916434,7.60441762294855e-12
A,0.2,3118.71654049304,7.60499044007048e-12
A,0.2,3206.44722601789,7.60559562002508e-12
A,0.2,3296.64580918035,7.60623497208464e-12
A,0.2,3389.38171288204,7.60691040442481e-12
A,0.2,3484.72631291726,7.60762392926397e-12
A,0.2,3582.75299290863,7.60837766823871e-12
A,0.2,3683.53720078807,7.60917385802488e-12
A,0.2,3787.15650686657,7.61001485620494e-12
A,0.2,3893.69066353757,7.61090314738988e-12
A,0.2,4003.22166665972,7.61184134960185e-12
A,0.2,4115.83381866648,7.61283222092533e-12
A,0.2,4231.61379345088,7.61387866641994e-12
A,0.2,4350.65070307563,7.61498374531411e-12
A,0.2,4473.03616635972,7.61615067846324e-12
A,0.2,4598.86437939448,7.61738285609044e-12
A,0.2,4728.2321880432,7.61868384579199e-12
A,0.2,4861.23916248023,7.62005740082018e-12
A,0.2,4997.98767382689,7.62150746862076e-12
A,0.2,5138.5829729432,7.62303819963309e-12
A,0.2,5283.13327143598,7.62465395633219e-12
A,0.2,5431.74982494583,7.62635932249883e-12
A,0.2,5584.54701877694,7.62815911270758e-12
A,0.2,5741.64245593572,7.63005838199307e-12
A,0.2,5903.15704764599,7.63206243569202e-12
A,0.2,6069.21510641044,7.63417683940074e-12
A,0.2,6239.94444168982,7.63640742903039e-12
A,0.2,6415.47645827376,7.63876032089841e-12
A,0.2,6595.94625741874,7.64124192181759e-12
A,0.2,6781.4927408311,7.64385893910185e-12
A,0.2,6972.25871757512,7.6466183904271e-12
A,0.2,7168.39101398857,7.64952761346755e-12
A,0.2,7370.04058669003,7.65259427519581e-12
A,0.2,7577.36263876536,7.65582638075755e-12
A,0.2,7790.5167392224,7.65923228178143e-12
A,0.2,8009.66694580603,7.66282068399151e-12
A,0.2,8234.98193126803,7.66660065396645e-12
A,0.2,8466.63511318904,7.670581624864e-12
A,0.2,8704.80478745237,7.67477340091399e-12
A,0.2,8949.67426547247,7.67918616046255e-12
A,0.2,9201.43201528384,7.68383045731334e-12
A,0.2,9460.27180659862,7.68871722010387e-12
A,0.2,9726.39285994485,7.69385774940366e-12
A,0.2,10000,7.69926371220533e-12
A,0.2,10281.3038132378,7.70494713344406e-12
A,0.2,10570.5208100098,7.71092038413816e-12
A,0.2,10867.8735911864,7.71719616571401e-12
A,0.2,11173.5910194851,7.72378749002924e-12
A,0.2,11487.9083956192,7.73070765458711e-12
A,0.2,11811.0676394006,7.737970212359e-12
A,0.2,12143.3174759379,7.74558893562286e-12
A,0.2,12484.9136270718,7.75357777315713e-12
A,0.2,12836.1190081958,7.7619508000955e-12
A,0.2,13197.2039306137,7.77072215969772e-12
A,0.2,13568.4463095896,7.77990599625497e-12
A,0.2,13950.1318782496,7.7895163783006e-12
A,0.2,14342.5544075018,7.79956721126682e-12
A,0.2,14746.0159321419,7.81007213868969e-12
A,0.2,15160.8269833196,7.82104443104505e-12
A,0.2,15587.3068275442,7.83249686127675e-12
A,0.2,16025.7837124138,7.84444156607549e-12
A,0.2,16476.5951192565,7.85688989197446e-12
A,0.2,16940.0880228787,7.86985222534983e-12
A,0.2,17416.6191586207,7.88333780546018e-12
A,0.2,17906.5552969238,7.89735451971546e-12
A,0.2,18410.2735256216,7.91190868047927e-12
A,0.2,18928.1615401724,7.92700478280007e-12
A,0.2,19460.6179420556,7.94264524265242e-12
A,0.2,20008.0525455621,7.95883011544435e-12
A,0.2,20570.886693215,7.97555679479386e-12
A,0.2,21149.5535800634,7.99281969186159e-12
A,0.2,21744.4985870983,8.01060989585642e-12
A,0.2,22356.1796240478,8.02891481673232e-12
A,0.2,22985.0674818152,8.04771781152031e-12
A,0.2,23631.6461948315,8.06699779627373e-12
A,0.2,24296.4134136007,8.08672884613297e-12
A,0.2,24979.8807877256,8.10687978668061e-12
A,0.2,25682.5743597069,8.12741378039554e-12
A,0.2,26405.0349698218,8.1482879127725e-12
A,0.2,27147.8186723907,8.16945278342398e-12
A,0.2,27911.4971637539,8.19085210830196e-12
A,0.2,28696.6582222879,8.21242233997713e-12
A,0.2,29503.9061607991,8.2340923137345e-12
A,0.2,30333.8622916434,8.25578292805445e-12
A,0.2,31187.1654049304,8.27740686876092e-12
A,0.2,32064.4722601789,8.2988683868061e-12
A,0.2,32966.4580918035,8.32006314020468e-12
A,0.2,33893.8171288203,8.34087811101451e-12
A,0.2,34847.2631291726,8.36119160849154e-12
A,0.2,35827.5299290863,8.38087336951012e-12
A,0.2,36835.3720078807,8.39978476704093e-12
A,0.2,37871.5650686657,8.41777913689312e-12
A,0.2,38936.9066353757,8.43470223196417e-12
A,0.2,40032.2166665973,8.45039281191848e-12
A,0.2,41158.3381866649,8.46468337451586e-12
A,0.2,42316.1379345088,8.47740103267694e-12
A,0.2,43506.5070307563,8.48836853886981e-12
A,0.2,44730.3616635972,8.49740545551434e-12
A,0.2,45988.6437939448,8.50432946686297e-12
A,0.2,47282.3218804319,8.50895782431962e-12
A,0.2,48612.3916248023,8.5111089134479e-12
A,0.2,49979.8767382689,8.51060392709358e-12
A,0.2,51385.829729432,8.50726862524879e-12
A,0.2,52831.3327143598,8.50093515859138e-12
A,0.2,54317.4982494583,8.49144392923852e-12
A,0.2,55845.4701877694,8.47864545925426e-12
A,0.2,57416.4245593571,8.46240223501116e-12
A,0.2,59031.5704764599,8.44259049376208e-12
A,0.2,60692.1510641044,8.41910191783234e-12
A,0.2,62399.4444168982,8.39184520180501e-12
A,0.2,64154.7645827376,8.36074745900478e-12
A,0.2,65959.4625741873,8.32575543550684e-12
A,0.2,67814.9274083109,8.28683650283525e-12
A,0.2,69722.5871757512,8.24397940436328e-12
A,0.2,71683.9101398857,8.19719473515845e-12
A,0.2,73700.4058669003,8.14651514044731e-12
A,0.2,75773.6263876537,8.09199522387578e-12
A,0.2,77905.1673922241,8.03371116310133e-12
A,0.2,80096.6694580602,7.97176003677496e-12
A,0.2,82349.8193126803,7.90625887342091e-12
A,0.2,84666.3511318904,7.83734343889471e-12
A,0.2,87048.0478745237,7.76516678477489e-12
A,0.2,89496.7426547248,7.68989758504912e-12
A,0.2,92014.3201528383,7.61171829262951e-12
A,0.2,94602.7180659861,7.53082315044594e-12
A,0.2,97263.9285994485,7.44741609407443e-12
A,0.2,100000,7.36170858398168e-12
A,0.2,102813.038132378,7.27391740556629e-12
A,0.2,105705.208100098,7.18426247425042e-12
A,0.2,108678.735911864,7.09296468105809e-12
A,0.2,111735.910194851,7.00024381147675e-12
A,0.2,114879.083956192,6.90631656711376e-12
A,0.2,118110.676394006,6.8113947158488e-12
A,0.2,121433.174759379,6.71568339202573e-12
A,0.2,124849.136270718,6.61937956386943e-12
A,0.2,128361.190081958,6.52267068090573e-12
A,0.2,131972.039306137,6.42573350984364e-12
A,0.2,135684.463095896,6.32873316326367e-12
