9.244208074566402367e-01,9.688611066836300134e-01,7.949014932562390445e-01
9.079198411119910883e-01,9.666649052082668669e-01,8.242118769685464752e-01
8.277441540775899442e-01,9.593821974318671453e-01,8.101263745109777981e-01
9.156228559176400328e-01,9.664879940172452777e-01,8.003638147825731242e-01
8.954471982210584491e-01,9.631224775138154115e-01,7.612157016012552901e-01
9.105997687141283992e-01,9.592797485112489753e-01,7.589615489203633825e-01
9.005330350294940001e-01,9.543243596251932415e-01,7.724166991565921681e-01
9.068692495791674801e-01,9.563140809570597201e-01,7.952569781178050468e-01
8.906583657822495503e-01,9.537218569675115498e-01,7.954658849163251944e-01
8.926842008181029575e-01,9.590372446565705866e-01,7.910365323054900921e-01
